,force_gt10_pct,force_gt10_pct,force_gt10_pct,force_gt15_pct,force_gt15_pct,force_gt15_pct,force_gt20_pct,force_gt20_pct,force_gt20_pct,force_gt25_pct,force_gt25_pct,force_gt25_pct,force_gt30_pct,force_gt30_pct,force_gt30_pct,force_gt35_pct,force_gt35_pct,force_gt35_pct,force_gt40_pct,force_gt40_pct,force_gt40_pct,force_mean_abs,force_mean_abs,force_mean_abs,force_p95_abs,force_p95_abs,force_p95_abs,force_max_abs,force_max_abs,force_max_abs
,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admittance,42.114037498277376,9.526026986479911,5,23.456445171691268,11.581504112859866,5,13.515413998547231,10.055998410000594,5,8.788490502807857,7.011448601135162,5,5.269683394654864,4.653507696391649,5,2.9872386851605675,2.966318677484385,5,1.5328548164376241,1.9262209742136245,5,10.53223344850732,2.7274756072320887,5,28.500184621961886,7.55142890971301,5,56.60439214918044,7.457769406719579,5
keyboard,57.42713334989004,16.989786814036872,5,41.439549037664754,19.684488100625842,5,30.16662802164643,19.439930719798692,5,22.015153253699605,16.2710469065702,5,16.001362361748484,13.32643200888764,5,10.636453143242893,9.49422417667662,5,7.02517614252463,6.81552421122646,5,15.971334329022358,6.163745178533424,5,40.287978146528594,9.266671022305037,5,68.0690340865286,13.554519703784706,5
