,force_mean_abs,force_mean_abs,force_mean_abs,force_p95_abs,force_p95_abs,force_p95_abs,force_variance,force_variance,force_variance,force_gt10_pct,force_gt10_pct,force_gt10_pct,force_gt20_pct,force_gt20_pct,force_gt20_pct,force_gt30_pct,force_gt30_pct,force_gt30_pct,force_gt40_pct,force_gt40_pct,force_gt40_pct,best_abs_force_cmd_corr,best_abs_force_cmd_corr,best_abs_force_cmd_corr,odom_jerk_p95_abs,odom_jerk_p95_abs,odom_jerk_p95_abs
,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
mode,,,,,,,,,,,,,,,,,,,,,,,,,,,
admittance,8.210513227699739,1.0470836041500147,5,23.13384835472376,3.7160092130190403,5,113.78430545033484,26.86558123213058,5,31.75535301322161,7.149991319471401,5,7.441805816495011,3.046405050351112,5,2.169606246570728,1.4056057051033652,5,0.4660617041012725,0.3926881872061171,5,0.4844789769759304,0.11396402637078236,5,207.78637913551606,10.4486516923281,5
keyboard,11.156495800658021,3.554927419901225,5,28.18916042184157,7.765712913605703,5,171.46160400288187,77.80708306342247,5,44.68787681701677,19.687685552820415,5,15.891848661484591,11.258090212821177,5,4.325244260720366,2.664791593959777,5,1.3833096887554686,1.728340716343572,5,0.4487951737796111,0.14025136181848252,5,213.88623008390692,46.68335334020724,5
