person,mode,speed,zero_lag_corr_mean,zero_lag_corr_std,zero_lag_corr_count,best_lag_sec_mean,best_lag_sec_std,best_lag_sec_count,best_lag_corr_mean,best_lag_corr_std,best_lag_corr_count,best_abs_lag_corr_mean,best_abs_lag_corr_std,best_abs_lag_corr_count,force_variance_mean,force_variance_std,force_variance_count,force_std_mean,force_std_std,force_std_count,force_mean_abs_mean,force_mean_abs_std,force_mean_abs_count
jh,admittance,fast,0.5911291732918651,0.2110215339313922,10,0.3420000000000021,0.1364469778990279,10,0.7222401400786644,0.18302842251423182,10,0.7222401400786644,0.18302842251423182,10,453.0062137299707,421.2193979871029,10,19.34276303346683,9.360895728811883,10,14.851680679279312,5.626980846136698,10
jh,admittance,slow,0.4831044921458164,0.1639182440651497,10,0.40000000000000213,0.038873012632302036,10,0.683486324379285,0.1362080674560061,10,0.683486324379285,0.1362080674560061,10,95.47927205828488,45.72665466824285,10,9.569070071619212,2.0849114083833546,10,10.06591405030549,2.783425184461159,10
jh,keyboard,fast,0.2416229201627174,,1,0.08000000000000185,,1,0.24182437185262087,,1,0.24182437185262087,,1,958.1507040613735,539.9497654866828,10,29.63204856890019,9.433533665229335,10,24.20642495927598,8.689744970132388,10
jh,keyboard,slow,-0.21521421791600834,0.26814716272493555,9,-0.44222222222222085,1.3482004466860436,9,-0.275281183548179,0.29996670246198864,9,0.3678145341314159,0.1517687250241856,9,260.62908459546287,198.75181166210203,10,15.341825405243517,5.29753378999107,10,19.05426734559975,6.2902953172849765,10
