bag_time_ns,bag_time_sec,header.stamp.sec,header.stamp.nanosec,header.frame_id,raw_count,voltage_mv,force_n
1780471468716430540,1780471468.716430426,1780471468,715892944,load_cell,-3785,-0.017667864271457077,-5.0012423393213545
1780471468726405733,1780471468.726405621,1780471468,725925451,load_cell,-2787,-0.012967864271457082,-3.670813339321356
1780471468736510821,1780471468.736510754,1780471468,735912932,load_cell,-3676,-0.017167864271457077,-4.859707339321355
1780471468746671079,1780471468.746670961,1780471468,745926463,load_cell,-1789,-0.008367864271457082,-2.368691339321357
1780471468756386418,1780471468.756386518,1780471468,755914264,load_cell,-1615,-0.00756786427145708,-2.1422353393213562
1780471468766721085,1780471468.766721010,1780471468,765953972,load_cell,2307,0.01073213572854292,3.037945660678643
1780471468776553934,1780471468.776553869,1780471468,775901995,load_cell,519,0.0024321357285429224,0.6884646606786458
1780471468786519078,1780471468.786519051,1780471468,785908357,load_cell,2374,0.011032135728542922,3.1228666606786444
1780471468796339030,1780471468.796339035,1780471468,795898751,load_cell,4484,0.020832135728542922,5.896952660678645
1780471468806219402,1780471468.806219339,1780471468,805907353,load_cell,4238,0.019732135728542922,5.585575660678645
1780471468816345547,1780471468.816345453,1780471468,815929908,load_cell,1920,0.008932135728542921,2.5284196606786455
1780471468826222174,1780471468.826222181,1780471468,825907085,load_cell,-596,-0.002767864271457081,-0.7834993393213558
1780471468836398273,1780471468.836398363,1780471468,835938888,load_cell,-866,-0.0040678642714570765,-1.1514903393213558
1780471468846264084,1780471468.846264124,1780471468,845916961,load_cell,-4263,-0.019867864271457078,-5.623996339321355
1780471468856826316,1780471468.856826305,1780471468,855936892,load_cell,-4214,-0.01966786427145708,-5.567382339321355
1780471468866205828,1780471468.866205931,1780471468,865913045,load_cell,-1861,-0.008667864271457076,-2.4536123393213547
1780471468876600628,1780471468.876600742,1780471468,875932400,load_cell,-3248,-0.015167864271457082,-4.293567339321356
1780471468886184823,1780471468.886184931,1780471468,885925225,load_cell,2003,0.009332135728542922,2.641647660678645
1780471468896344377,1780471468.896344423,1780471468,895933859,load_cell,2158,0.010032135728542921,2.839796660678646
1780471468906462586,1780471468.906462669,1780471468,905969215,load_cell,-1393,-0.006467864271457076,-1.8308583393213542
1780471468916371951,1780471468.916372061,1780471468,915910166,load_cell,4053,0.01883213572854292,5.330812660678644
1780471468926426059,1780471468.926426172,1780471468,925938993,load_cell,1833,0.00853213572854292,2.415191660678646
1780471468936299551,1780471468.936299562,1780471468,935914954,load_cell,3479,0.016232135728542922,4.594830660678644
1780471468946448672,1780471468.946448565,1780471468,945937477,load_cell,914,0.004232135728542922,1.1979906606786432
1780471468956448282,1780471468.956448317,1780471468,955922590,load_cell,1323,0.006132135728542921,1.7358236606786441
1780471468966479030,1780471468.966479063,1780471468,965971675,load_cell,-852,-0.0039678642714570805,-1.123183339321356
