bag_time_ns,bag_time_sec,front,left,right
1780471464093292611,1780471464.093292713,0.43152719736099243,0.8057224750518799,0.7162503004074097
1780471464113034952,1780471464.113034964,0.43152719736099243,0.8057224750518799,0.7162503004074097
1780471464133456274,1780471464.133456230,1.070835828781128,0.8076223731040955,0.5804728865623474
1780471464152877541,1780471464.152877569,1.070835828781128,0.8088643550872803,0.5804728865623474
1780471464173031584,1780471464.173031569,1.070835828781128,0.8088643550872803,0.5804728865623474
1780471464193047252,1780471464.193047285,0.7583916783332825,0.8107065558433533,0.5804728865623474
1780471464213348183,1780471464.213348150,0.7583916783332825,0.8107065558433533,0.5804728865623474
1780471464233722942,1780471464.233722925,1.2223509550094604,0.8126745223999023,0.7034741044044495
1780471464253301818,1780471464.253301859,1.2223509550094604,0.8126745223999023,0.7034741044044495
1780471464273798440,1780471464.273798466,0.842501163482666,0.813977837562561,0.7314998507499695
1780471464293019921,1780471464.293020010,0.842501163482666,0.8147199749946594,0.7582184076309204
1780471464313151850,1780471464.313151836,0.6887220144271851,0.8147199749946594,0.7582184076309204
1780471464333520625,1780471464.333520651,0.6887220144271851,0.8163959383964539,0.7645238637924194
1780471464353044586,1780471464.353044510,1.169398546218872,0.8183028101921082,0.7685855031013489
1780471464373604603,1780471464.373604536,1.169398546218872,0.8183028101921082,0.6549464464187622
1780471464393152150,1780471464.393152237,1.169398546218872,0.8199834227561951,0.6549464464187622
1780471464415527560,1780471464.415527582,0.7490066885948181,0.8219983577728271,0.6549464464187622
1780471464432975026,1780471464.432975054,0.7490066885948181,0.8219983577728271,0.6549464464187622
1780471464452951171,1780471464.452951193,0.5411399006843567,0.8241020441055298,0.46809902787208557
1780471464473144001,1780471464.473144054,0.5411399006843567,0.8256698250770569,0.46809902787208557
1780471464493226072,1780471464.493226051,0.5411399006843567,0.8256698250770569,0.46809902787208557
1780471464513161415,1780471464.513161421,1.155423879623413,0.8277636170387268,0.46809902787208557
1780471464533961861,1780471464.533961773,1.155423879623413,0.8295265436172485,0.46809902787208557
1780471464553000836,1780471464.553000927,0.7488589286804199,0.8295265436172485,0.6100677847862244
1780471464573164128,1780471464.573164225,0.7488589286804199,0.8317708373069763,0.6100677847862244
1780471464593452930,1780471464.593452930,0.5380227565765381,0.8341264724731445,0.6100677847862244
1780471464613878508,1780471464.613878489,0.5380227565765381,0.8341264724731445,0.6100677847862244
1780471464633041554,1780471464.633041620,0.5380227565765381,0.8360509872436523,0.6100677847862244
1780471464653197517,1780471464.653197527,1.1511127948760986,0.8382139801979065,0.4719674587249756
1780471464674227095,1780471464.674226999,1.1511127948760986,0.8382139801979065,0.4719674587249756
1780471464693147088,1780471464.693147182,0.7622885704040527,0.840988039970398,0.4719674587249756
1780471464713032924,1780471464.713032961,0.5360147953033447,0.8432612419128418,0.4574073851108551
1780471464732856774,1780471464.732856750,0.5360147953033447,0.8432612419128418,0.4574073851108551
1780471464754337608,1780471464.754337549,0.47457945346832275,0.8432612419128418,0.47457411885261536
1780471464773055510,1780471464.773055553,0.47457945346832275,0.8461009860038757,0.47457411885261536
1780471464793323031,1780471464.793323040,0.40417546033859253,0.8482613563537598,0.47457411885261536
1780471464815416923,1780471464.815416813,0.40417546033859253,0.8482613563537598,0.47457411885261536
1780471464832933768,1780471464.832933664,0.40417546033859253,0.8501596450805664,0.528742253780365
1780471464853191081,1780471464.853191137,0.3877779543399811,0.8501596450805664,0.5322049260139465
1780471464874304919,1780471464.874305010,0.35992684960365295,0.852138102054596,0.5599642992019653
1780471464893158924,1780471464.893158913,0.35992684960365295,0.8542001247406006,0.42649340629577637
1780471464913489937,1780471464.913489819,0.3514989912509918,0.8542001247406006,0.42649340629577637
1780471464933318843,1780471464.933318853,0.3514989912509918,0.8557434678077698,0.42649340629577637
1780471464953668960,1780471464.953669071,0.3472808301448822,0.8579759001731873,0.39242297410964966
1780471464972985422,1780471464.972985506,0.3472808301448822,0.8579759001731873,0.39242297410964966
1780471464993405208,1780471464.993405104,0.9841589331626892,0.8589064478874207,0.39242297410964966
1780471465013188511,1780471465.013188601,0.9841589331626892,0.8589064478874207,0.39242297410964966
1780471465033064651,1780471465.033064604,0.8529847860336304,0.8589064478874207,0.32097581028938293
1780471465053426546,1780471465.053426504,0.8529847860336304,0.86219722032547,0.32097581028938293
1780471465073549932,1780471465.073549986,0.637201726436615,0.86219722032547,0.32097581028938293
1780471465093153641,1780471465.093153715,0.637201726436615,0.8623974919319153,0.384752094745636
1780471465113218080,1780471465.113218069,0.5444594025611877,0.8623974919319153,0.384752094745636
1780471465133036617,1780471465.133036613,0.5444594025611877,0.8623974919319153,0.384752094745636
1780471465153733666,1780471465.153733730,0.5444594025611877,0.8623974919319153,0.33272653818130493
1780471465173528874,1780471465.173528910,0.4572981595993042,0.8624013662338257,0.33272653818130493
1780471465194191168,1780471465.194191217,0.4572981595993042,0.8624013662338257,0.45712873339653015
1780471465213955687,1780471465.213955641,1.0632752180099487,0.8638190031051636,0.45712873339653015
1780471465233044105,1780471465.233044147,1.0632752180099487,0.8638190031051636,0.45712873339653015
1780471465253139297,1780471465.253139257,1.0632752180099487,0.8638190031051636,0.3954639732837677
1780471465273914590,1780471465.273914576,0.6991155743598938,0.8662151098251343,0.3954639732837677
1780471465292995935,1780471465.292995930,0.6991155743598938,0.8662151098251343,0.5057281255722046
1780471465315477176,1780471465.315477133,1.3103508949279785,0.8662151098251343,0.5057281255722046
1780471465333152942,1780471465.333153009,1.3103508949279785,0.8694424033164978,0.5431413650512695
1780471465353368780,1780471465.353368759,1.3103508949279785,0.8694424033164978,0.5431413650512695
1780471465373696177,1780471465.373696089,1.0322693586349487,0.8694424033164978,0.5565863847732544
1780471465393110021,1780471465.393110037,1.0322693586349487,0.8948133587837219,0.5888146758079529
1780471465413126137,1780471465.413126230,0.7508787512779236,0.9075888395309448,0.611440122127533
1780471465433450877,1780471465.433450937,0.7508787512779236,0.9150502681732178,0.550620973110199
1780471465453206019,1780471465.453206062,0.7508787512779236,0.9150502681732178,0.550620973110199
1780471465473496454,1780471465.473496437,0.5976741313934326,0.920404314994812,0.550620973110199
1780471465493117188,1780471465.493117094,0.5976741313934326,0.9266349673271179,0.550620973110199
1780471465513393158,1780471465.513393164,0.5664014220237732,0.9266349673271179,0.5383339524269104
1780471465533741772,1780471465.533741713,0.5664014220237732,0.9361934065818787,0.5383339524269104
1780471465553142527,1780471465.553142548,0.5664014220237732,0.9361934065818787,0.5383339524269104
1780471465573346173,1780471465.573346138,0.5046062469482422,0.9361934065818787,0.5281311869621277
1780471465593229354,1780471465.593229294,0.5046062469482422,0.9559164643287659,0.5281311869621277
1780471465613102550,1780471465.613102436,0.45384663343429565,0.9620866179466248,0.5281311869621277
1780471465633480029,1780471465.633480072,0.45384663343429565,0.9620866179466248,0.5281311869621277
1780471465653047705,1780471465.653047800,0.45384663343429565,0.9683996438980103,0.5353319644927979
1780471465673694191,1780471465.673694134,0.5288598537445068,0.9737183451652527,0.5353319644927979
1780471465693836009,1780471465.693835974,0.5288598537445068,0.9737183451652527,0.5336788296699524
1780471465712975342,1780471465.712975264,1.1018189191818237,0.9860023260116577,0.5336788296699524
1780471465733007683,1780471465.733007669,1.1018189191818237,0.9860023260116577,0.5336788296699524
1780471465753212705,1780471465.753212690,1.1018189191818237,0.992825984954834,0.5455206036567688
1780471465773067276,1780471465.773067236,0.7435128688812256,0.9971768260002136,0.5455206036567688
1780471465793637342,1780471465.793637276,0.7435128688812256,0.9971768260002136,0.5455206036567688
1780471465813764664,1780471465.813764572,0.6257884502410889,1.003692388534546,0.5455206036567688
1780471465833059173,1780471465.833059072,0.6257884502410889,1.003692388534546,0.5731183290481567
1780471465852930289,1780471465.852930307,0.491542249917984,1.0058424472808838,0.5731183290481567
1780471465873254806,1780471465.873254776,0.491542249917984,1.0058424472808838,0.5731183290481567
1780471465893594811,1780471465.893594742,0.491542249917984,1.0096110105514526,0.44250965118408203
1780471465913755223,1780471465.913755178,1.1286391019821167,1.0096110105514526,0.44250965118408203
1780471465933881904,1780471465.933881998,1.1286391019821167,1.0133575201034546,0.44250965118408203
1780471465953303652,1780471465.953303576,0.7774586081504822,1.0133575201034546,0.44250965118408203
1780471465973499458,1780471465.973499537,0.7774586081504822,1.0133575201034546,0.44250965118408203
1780471465993341004,1780471465.993340969,0.7774586081504822,1.0180050134658813,0.6168129444122314
1780471466013364833,1780471466.013364792,0.5795891284942627,1.0210117101669312,0.6547896862030029
1780471466033194699,1780471466.033194780,0.5795891284942627,1.0210117101669312,0.5949581265449524
1780471466054321499,1780471466.054321527,0.5795891284942627,1.0240345001220703,0.5949581265449524
1780471466073128398,1780471466.073128462,0.5447006821632385,1.0240345001220703,0.6613996028900146
1780471466093553496,1780471466.093553543,0.5447006821632385,1.0267479419708252,0.6819127202033997
1780471466113133461,1780471466.113133430,0.4655196964740753,1.0289158821105957,0.7031280994415283
1780471466134564853,1780471466.134564877,0.4655196964740753,1.0289158821105957,0.7031280994415283
1780471466153047959,1780471466.153048038,0.4655196964740753,1.0289158821105957,0.6042873859405518
1780471466173810643,1780471466.173810720,0.49372991919517517,1.0309818983078003,0.6042873859405518
1780471466193078175,1780471466.193078279,0.49372991919517517,1.0329355001449585,0.6042873859405518
1780471466213116468,1780471466.213116407,0.5064612030982971,1.0329355001449585,0.6042873859405518
1780471466234651642,1780471466.234651566,0.5064612030982971,1.0352476835250854,0.6042873859405518
1780471466253281028,1780471466.253281116,0.6813731789588928,1.0366038084030151,0.5464802980422974
1780471466273223412,1780471466.273223400,0.6813731789588928,1.0366038084030151,0.5464802980422974
1780471466293008732,1780471466.293008804,0.6813731789588928,1.0378552675247192,0.5464802980422974
1780471466313125589,1780471466.313125610,0.5990477204322815,1.0388060808181763,0.4737619161605835
1780471466333265936,1780471466.333266020,0.5990477204322815,1.0388060808181763,0.4737619161605835
1780471466353370761,1780471466.353370667,0.5168428421020508,1.0402017831802368,0.48606598377227783
1780471466373731824,1780471466.373731852,0.5168428421020508,1.0402017831802368,0.48606598377227783
1780471466394123928,1780471466.394124031,0.5168428421020508,1.0420911312103271,0.48606598377227783
1780471466413390308,1780471466.413390398,0.7228061556816101,1.0435950756072998,0.48606598377227783
1780471466433259504,1780471466.433259487,0.7228061556816101,1.0435950756072998,0.47462618350982666
1780471466453242978,1780471466.453243017,0.5085659623146057,1.0446150302886963,0.47462618350982666
1780471466473159217,1780471466.473159313,0.5085659623146057,1.0462327003479004,0.3833794593811035
1780471466493164261,1780471466.493164301,0.5085659623146057,1.0462327003479004,0.3833794593811035
1780471466513159096,1780471466.513159037,0.5085659623146057,1.0475832223892212,0.3833794593811035
1780471466533328404,1780471466.533328295,0.4423743784427643,1.0492994785308838,0.4045725166797638
1780471466553415980,1780471466.553416014,0.4423743784427643,1.0492994785308838,0.4045725166797638
1780471466573161618,1780471466.573161602,0.40829533338546753,1.0545016527175903,0.4045725166797638
1780471466593650175,1780471466.593650103,0.40829533338546753,1.0545016527175903,0.49375882744789124
1780471466613744056,1780471466.613744020,0.40829533338546753,1.0547555685043335,0.49375882744789124
1780471466633241936,1780471466.633241892,0.3314550220966339,1.0547555685043335,0.49375882744789124
1780471466653241923,1780471466.653241873,0.3314550220966339,1.0553932189941406,0.49375882744789124
1780471466673323323,1780471466.673323393,0.3457501530647278,1.0573084354400635,0.5617327094078064
1780471466693547994,1780471466.693547964,0.3457501530647278,1.0573084354400635,0.5617327094078064
1780471466713259710,1780471466.713259697,0.3457501530647278,1.0736647844314575,0.587455153465271
1780471466733636390,1780471466.733636379,0.3457501530647278,1.0712761878967285,0.6089625358581543
1780471466753629624,1780471466.753629684,0.724398136138916,1.0712761878967285,0.5255240797996521
1780471466773598602,1780471466.773598671,0.724398136138916,1.068560242652893,0.5255240797996521
1780471466793404051,1780471466.793404102,0.724398136138916,1.067129373550415,0.5255240797996521
1780471466813147832,1780471466.813147783,0.6552910208702087,1.067129373550415,0.5255240797996521
1780471466833509119,1780471466.833509207,0.6552910208702087,1.0661404132843018,0.5255240797996521
1780471466853770336,1780471466.853770256,0.6457498073577881,1.0661404132843018,0.4108145236968994
1780471466873818326,1780471466.873818398,0.6457498073577881,1.0671875476837158,0.4108145236968994
1780471466893617663,1780471466.893617630,0.6457498073577881,1.0676912069320679,0.41326573491096497
1780471466913230141,1780471466.913230181,0.4373115599155426,1.0676912069320679,0.41326573491096497
1780471466934407728,1780471466.934407711,0.4373115599155426,1.0684058666229248,0.41326573491096497
1780471466953343626,1780471466.953343630,0.4373115599155426,1.069337010383606,0.41326573491096497
1780471466973297467,1780471466.973297358,0.44822877645492554,1.069337010383606,0.2837595045566559
1780471466993194920,1780471466.993194818,0.44822877645492554,1.0698281526565552,0.2837595045566559
1780471467013147897,1780471467.013147831,0.6156719923019409,1.0698281526565552,0.2837595045566559
1780471467033180303,1780471467.033180237,0.6156719923019409,1.0708608627319336,0.43488508462905884
1780471467053602969,1780471467.053602934,0.5127416849136353,1.0716633796691895,0.43488508462905884
1780471467073348383,1780471467.073348284,0.5127416849136353,1.0716633796691895,0.43488508462905884
1780471467093524796,1780471467.093524694,0.5127416849136353,1.0721555948257446,0.43488508462905884
1780471467113609812,1780471467.113609791,0.5127416849136353,1.073054552078247,0.43488508462905884
1780471467133288694,1780471467.133288622,0.45210084319114685,1.073054552078247,0.43488508462905884
1780471467153742498,1780471467.153742552,0.45210084319114685,1.0741877555847168,0.43488508462905884
1780471467173787192,1780471467.173787117,0.45210084319114685,1.0741877555847168,0.5053707361221313
1780471467193567679,1780471467.193567753,0.4553282856941223,1.0752019882202148,0.5053707361221313
1780471467213448301,1780471467.213448286,0.4553282856941223,1.0752019882202148,0.5053707361221313
1780471467233159953,1780471467.233160019,0.4553282856941223,1.0764602422714233,0.6444830894470215
1780471467253278410,1780471467.253278494,0.46284106373786926,1.0764602422714233,0.6444830894470215
1780471467273276670,1780471467.273276567,0.46284106373786926,1.078105092048645,0.6444830894470215
1780471467293655014,1780471467.293654919,0.46284106373786926,1.078105092048645,0.6444830894470215
1780471467314106417,1780471467.314106464,0.5622836351394653,1.0783369541168213,0.5026931762695312
1780471467333521350,1780471467.333521366,0.5622836351394653,1.0783369541168213,0.5026931762695312
1780471467353671809,1780471467.353671789,0.4487088918685913,1.079316258430481,0.5026931762695312
1780471467374785265,1780471467.374785185,0.4487088918685913,1.079316258430481,0.5026931762695312
1780471467394546231,1780471467.394546270,0.4487088918685913,1.0793520212173462,0.5026931762695312
1780471467414412996,1780471467.414412975,0.4700363874435425,1.0793520212173462,0.41174614429473877
1780471467433333853,1780471467.433333874,0.4700363874435425,1.0790189504623413,0.41174614429473877
1780471467454881828,1780471467.454881907,0.4700363874435425,1.0790189504623413,0.41174614429473877
1780471467474781682,1780471467.474781752,0.4700363874435425,1.079279899597168,0.5510454177856445
1780471467494611484,1780471467.494611502,0.4700363874435425,1.078385829925537,0.5510454177856445
1780471467513582552,1780471467.513582468,0.6408215761184692,1.078385829925537,0.5510454177856445
1780471467534296978,1780471467.534296989,0.6408215761184692,1.0817736387252808,0.47932547330856323
1780471467553407958,1780471467.553407907,0.46473100781440735,1.0817736387252808,0.47932547330856323
1780471467573281283,1780471467.573281288,0.46473100781440735,1.0787410736083984,0.47932547330856323
1780471467593567078,1780471467.593567133,0.46473100781440735,1.0761725902557373,0.528749406337738
1780471467613919564,1780471467.613919497,0.4619887173175812,1.0761725902557373,0.528749406337738
1780471467633479624,1780471467.633479595,0.4619887173175812,1.0716696977615356,0.528749406337738
1780471467653573793,1780471467.653573751,0.4619887173175812,1.0716696977615356,0.528749406337738
1780471467673695995,1780471467.673696041,0.3602226674556732,1.0706707239151,0.528749406337738
1780471467693282712,1780471467.693282604,0.39195510745048523,1.0706707239151,0.7579042911529541
1780471467713217672,1780471467.713217735,0.39195510745048523,1.0676614046096802,0.8030515313148499
1780471467733686549,1780471467.733686447,0.39195510745048523,1.0676614046096802,0.8030515313148499
1780471467754130816,1780471467.754130840,0.34331485629081726,1.0609797239303589,0.7443548440933228
1780471467773403116,1780471467.773403168,0.34331485629081726,1.0609797239303589,0.7443548440933228
1780471467793302811,1780471467.793302774,0.37252843379974365,1.055131435394287,0.5739211440086365
1780471467813189928,1780471467.813189983,0.37252843379974365,1.055131435394287,0.5739211440086365
1780471467834471360,1780471467.834471464,0.37252843379974365,1.0474568605422974,0.41518113017082214
1780471467853197263,1780471467.853197336,0.34249019622802734,1.0412604808807373,0.41518113017082214
1780471467873454449,1780471467.873454332,0.34249019622802734,1.0412604808807373,0.42947831749916077
1780471467893640974,1780471467.893640995,0.392478883266449,1.0368916988372803,0.42947831749916077
1780471467913345234,1780471467.913345337,0.392478883266449,1.0344994068145752,0.42947831749916077
1780471467933737178,1780471467.933737278,0.392478883266449,1.0344994068145752,0.6302077770233154
1780471467953927288,1780471467.953927279,0.3780613839626312,1.030225396156311,0.6302077770233154
1780471467973429425,1780471467.973429441,0.3780613839626312,1.030225396156311,0.6302077770233154
1780471467993557131,1780471467.993557215,0.35228919982910156,1.0239235162734985,0.5552906394004822
1780471468013636323,1780471468.013636351,0.35228919982910156,1.0180212259292603,0.5552906394004822
1780471468033518289,1780471468.033518314,0.35228919982910156,1.0180212259292603,0.5552906394004822
1780471468053628554,1780471468.053628445,0.27464598417282104,1.00877046585083,0.5552906394004822
1780471468073274091,1780471468.073274136,0.27464598417282104,1.00877046585083,0.5377224683761597
1780471468094371962,1780471468.094372034,0.4414832592010498,0.9994134306907654,0.5377224683761597
1780471468117741827,1780471468.117741823,0.4414832592010498,0.99185711145401,0.5377224683761597
1780471468133416398,1780471468.133416414,0.4414832592010498,0.99185711145401,0.6058987975120544
1780471468153076943,1780471468.153076887,0.37203651666641235,0.9845012426376343,0.6058987975120544
1780471468173270285,1780471468.173270226,0.37203651666641235,0.9845012426376343,0.5393271446228027
1780471468193425930,1780471468.193425894,0.3632321357727051,0.9791111350059509,0.5393271446228027
1780471468213663690,1780471468.213663578,0.3632321357727051,0.9767215251922607,0.5393271446228027
1780471468233330892,1780471468.233330965,0.3632321357727051,0.9767215251922607,0.5260759592056274
1780471468253184344,1780471468.253184319,0.3218429684638977,0.9743667840957642,0.5260759592056274
1780471468273535134,1780471468.273535252,0.3218429684638977,0.9779050350189209,0.5260759592056274
1780471468293440141,1780471468.293440104,0.36070770025253296,0.9779050350189209,0.43646329641342163
1780471468313229557,1780471468.313229561,0.36070770025253296,0.9768373966217041,0.43646329641342163
1780471468333311470,1780471468.333311558,0.43765607476234436,0.9768373966217041,0.5443947315216064
1780471468353312545,1780471468.353312492,0.43765607476234436,0.9736737012863159,0.588732123374939
1780471468373257490,1780471468.373257399,0.43765607476234436,0.9717406034469604,0.6279745101928711
1780471468393156384,1780471468.393156290,0.392528235912323,0.9717406034469604,0.5436052083969116
1780471468413607532,1780471468.413607597,0.392528235912323,0.9726350903511047,0.5436052083969116
1780471468433507483,1780471468.433507442,0.392528235912323,0.9726350903511047,0.5436052083969116
1780471468453289539,1780471468.453289509,0.35682836174964905,0.9722061157226562,0.5999026298522949
1780471468473144143,1780471468.473144054,0.35682836174964905,0.9722061157226562,0.5999026298522949
1780471468493118593,1780471468.493118525,0.2901586890220642,0.9723931550979614,0.5999026298522949
1780471468513342017,1780471468.513341904,0.2901586890220642,0.9723931550979614,0.628241240978241
1780471468533363478,1780471468.533363581,0.2901586890220642,0.9723931550979614,0.628241240978241
1780471468553127645,1780471468.553127527,0.26488909125328064,0.9723931550979614,0.628241240978241
1780471468573333052,1780471468.573333025,0.26488909125328064,0.9742494821548462,0.6394485235214233
1780471468593186408,1780471468.593186378,0.26856470108032227,0.9752163887023926,0.6737088561058044
1780471468613759834,1780471468.613759756,0.26856470108032227,0.9758815765380859,0.5723715424537659
1780471468633214352,1780471468.633214235,0.2601146101951599,0.9758815765380859,0.5723715424537659
1780471468653201668,1780471468.653201580,0.2601146101951599,0.9763840436935425,0.5723715424537659
1780471468673189143,1780471468.673189163,0.2601146101951599,0.9766845703125,0.5723715424537659
1780471468693261070,1780471468.693261147,0.25761690735816956,0.9766845703125,0.40998849272727966
1780471468713911717,1780471468.713911772,0.25761690735816956,0.9772481322288513,0.40998849272727966
