t,cmd_vx,odom_vx,force_n,encoder_rpm
27.6,0.465158728378627,0.7955195559785886,-12.439659754790048,0.0
27.62,0.4658190416248271,0.8080647887743106,-15.074752533883908,0.0
27.64,0.46508786038056443,0.8353952120758786,-17.624346336799668,0.0
27.66,0.4635708842709511,0.8334088983137008,-15.712883076726508,0.0
27.68,0.46252797816942876,0.8058658594529262,-6.993764350526312,0.0
27.7,0.4624950987514905,0.7912322081674141,-0.2456663393213549,0.0
27.72,0.4630476921232248,0.7970149888532166,-3.9497965340281493,0.0
27.740000000000002,0.4642451943688615,0.8000345857517812,-4.995890569369197,0.0
27.76,0.46529990232265966,0.7888056408413185,-10.256366470248015,0.0
27.78,0.46520571261894805,0.7967247124646198,-16.70095767605979,0.0
27.8,0.46400237212465567,0.8124696699245512,-11.078465331675275,0.0
27.82,0.4624595395007911,0.8042941132343752,-9.4888847192055,0.0
27.84,0.46112141202730766,0.7731632294310447,-8.021569887945798,0.0
27.86,0.4606912235549158,0.7478774735455835,-2.778812996962452,0.0
27.88,0.46078057664969013,0.7587066562049021,-3.837233556403737,0.0
27.900000000000002,0.46134763485608243,0.7729722017901278,-3.4062729915173593,0.0
27.92,0.46195990256316416,0.7727788822184937,-7.402928951801164,0.0
27.94,0.4622745885117492,0.7843417873559537,-9.824889689995862,0.0
27.96,0.4622530520027474,0.805967845138893,-7.311073005465907,0.0
27.98,0.4621119494252962,0.7987795561729174,-8.301929557047051,0.0
28.0,0.4630384454523234,0.785055173550048,-0.7271539478711494,0.0
28.02,0.4647026730614229,0.7905684683233971,1.7362032637512936,0.0
28.04,0.46710117358600667,0.8115674668430757,0.9426258607199897,0.0
28.060000000000002,0.4696961680826348,0.8299890748406273,0.28699596924116244,0.0
28.080000000000002,0.47212064142056087,0.8324556270953818,-4.419296451488859,0.0
28.1,0.47434387714749104,0.8435409160871911,-7.104989631330167,0.0
28.12,0.4761901511831994,0.8634998463732612,-6.334284555005021,0.0
28.14,0.47786373501388,0.8641850559249289,-4.393484789788153,0.0
28.16,0.47961899258634216,0.8096575723674505,0.2990779290738638,0.0
28.18,0.4812262224399923,0.7875265155502345,1.077076992538746,0.0
28.2,0.4827466751601135,0.7962330552181544,-1.083386962232408,0.0
28.22,0.4841265575331364,0.7907955815849128,-1.158725841483844,0.0
28.240000000000002,0.48539515635368163,0.7983139687754401,-6.562188079386688,0.0
28.26,0.4865597032301884,0.798000273673575,-7.51842432928876,0.0
28.28,0.48763740296060315,0.8188353937413757,-6.650128517665098,0.0
28.3,0.4886285363249579,0.8144587353956937,-5.590873441777351,0.0
28.32,0.4895376636512529,0.8085204887159677,1.0505966683625496,0.0
28.34,0.49037785381805093,0.8039247084123158,0.7420471337527573,0.0
28.36,0.4911515959745269,0.8149847685738134,-1.7326975426596525,0.0
28.38,0.4918595992623207,0.8292084899539025,-1.8448329055513397,0.0
28.400000000000002,0.4925084301114644,0.823054073218218,-9.17282692129472,0.0
28.42,0.4931089823743719,0.8307500509583221,-12.293425548057028,0.0
