bag_time_ns,bag_time_sec,header.stamp.sec,header.stamp.nanosec,header.frame_id,angle_deg,rev,rpm
1780471462605991104,1780471462.605991125,1780471462,605594922,encoder,0.0,0.0,0
1780471462616655324,1780471462.616655350,1780471462,615593443,encoder,0.0,0.0,0
1780471462627296184,1780471462.627296209,1780471462,625635647,encoder,0.0,0.0,0
1780471462636223480,1780471462.636223555,1780471462,635594326,encoder,0.0,0.0,0
1780471462646602597,1780471462.646602631,1780471462,645615152,encoder,0.0,0.0,0
1780471462656135397,1780471462.656135321,1780471462,655601545,encoder,0.0,0.0,0
1780471462666370571,1780471462.666370630,1780471462,665630115,encoder,0.0,0.0,0
1780471462676618482,1780471462.676618576,1780471462,675622844,encoder,0.0,0.0,0
1780471462686475939,1780471462.686475992,1780471462,685648023,encoder,0.0,0.0,0
1780471462696645285,1780471462.696645260,1780471462,695605677,encoder,0.0,0.0,0
1780471462706036062,1780471462.706036091,1780471462,705603399,encoder,0.0,0.0,0
1780471462716340679,1780471462.716340780,1780471462,715596511,encoder,0.0,0.0,0
1780471462726227898,1780471462.726227999,1780471462,725605785,encoder,0.0,0.0,0
1780471462736623721,1780471462.736623764,1780471462,735602482,encoder,0.0,0.0,0
1780471462746498171,1780471462.746498108,1780471462,745604811,encoder,0.0,0.0,0
1780471462756281929,1780471462.756281853,1780471462,755602692,encoder,0.0,0.0,0
1780471462765996691,1780471462.765996695,1780471462,765592061,encoder,0.0,0.0,0
1780471462776053519,1780471462.776053429,1780471462,775616055,encoder,0.0,0.0,0
1780471462785998565,1780471462.785998583,1780471462,785596912,encoder,0.0,0.0,0
1780471462796070114,1780471462.796070099,1780471462,795610441,encoder,0.0,0.0,0
1780471462806261862,1780471462.806261778,1780471462,805635620,encoder,0.0,0.0,0
1780471462816198907,1780471462.816198826,1780471462,815601403,encoder,0.0,0.0,0
1780471462826769203,1780471462.826769114,1780471462,825607125,encoder,0.0,0.0,0
1780471462836128298,1780471462.836128235,1780471462,835624719,encoder,0.0,0.0,0
1780471462846057983,1780471462.846057892,1780471462,845606279,encoder,0.0,0.0,0
1780471462856086138,1780471462.856086254,1780471462,855641442,encoder,0.0,0.0,0
1780471462866189657,1780471462.866189718,1780471462,865606137,encoder,0.0,0.0,0
1780471462876677324,1780471462.876677275,1780471462,875641396,encoder,0.0,0.0,0
1780471462886562783,1780471462.886562824,1780471462,885706513,encoder,0.0,0.0,0
1780471462896160259,1780471462.896160364,1780471462,895610053,encoder,0.0,0.0,0
1780471462906023893,1780471462.906023979,1780471462,905605502,encoder,0.0,0.0,0
1780471462916349823,1780471462.916349888,1780471462,915616248,encoder,0.0,0.0,0
1780471462926608582,1780471462.926608562,1780471462,925605296,encoder,0.0,0.0,0
1780471462936874958,1780471462.936874866,1780471462,935619114,encoder,0.0,0.0,0
1780471462946874695,1780471462.946874619,1780471462,946053467,encoder,0.0,0.0,0
1780471462956132344,1780471462.956132412,1780471462,955609212,encoder,0.0,0.0,0
1780471462966085103,1780471462.966085196,1780471462,965611957,encoder,0.0,0.0,0
1780471462976120874,1780471462.976120949,1780471462,975613039,encoder,0.0,0.0,0
1780471462986678465,1780471462.986678362,1780471462,985607944,encoder,0.0,0.0,0
1780471462996204193,1780471462.996204138,1780471462,995617121,encoder,0.0,0.0,0
1780471463006312800,1780471463.006312847,1780471463,5630843,encoder,0.0,0.0,0
1780471463016365212,1780471463.016365290,1780471463,15622772,encoder,0.0,0.0,0
1780471463026246063,1780471463.026246071,1780471463,25613645,encoder,0.0,0.0,0
1780471463036021148,1780471463.036021233,1780471463,35614534,encoder,0.0,0.0,0
1780471463046176094,1780471463.046176195,1780471463,45628320,encoder,0.0,0.0,0
1780471463056370337,1780471463.056370258,1780471463,55619321,encoder,0.0,0.0,0
1780471463066295895,1780471463.066295862,1780471463,65640627,encoder,0.0,0.0,0
1780471463076339602,1780471463.076339483,1780471463,75668014,encoder,0.0,0.0,0
1780471463086513557,1780471463.086513519,1780471463,85803247,encoder,0.0,0.0,0
1780471463096377863,1780471463.096377850,1780471463,95686082,encoder,0.0,0.0,0
1780471463106059183,1780471463.106059074,1780471463,105620856,encoder,0.0,0.0,0
1780471463116268820,1780471463.116268873,1780471463,115620561,encoder,0.0,0.0,0
1780471463126590174,1780471463.126590252,1780471463,125632651,encoder,0.0,0.0,0
1780471463136275655,1780471463.136275768,1780471463,135643781,encoder,0.0,0.0,0
1780471463146240574,1780471463.146240473,1780471463,145619037,encoder,0.0,0.0,0
1780471463156349629,1780471463.156349659,1780471463,155637783,encoder,0.0,0.0,0
1780471463166277491,1780471463.166277409,1780471463,165630320,encoder,0.0,0.0,0
1780471463176045087,1780471463.176045179,1780471463,175625705,encoder,0.0,0.0,0
1780471463186304327,1780471463.186304331,1780471463,185626658,encoder,0.0,0.0,0
1780471463196562062,1780471463.196562052,1780471463,195626523,encoder,0.0,0.0,0
1780471463206127600,1780471463.206127644,1780471463,205624853,encoder,0.0,0.0,0
1780471463216821294,1780471463.216821194,1780471463,215634830,encoder,0.0,0.0,0
1780471463226235176,1780471463.226235151,1780471463,225628647,encoder,0.0,0.0,0
1780471463236086009,1780471463.236085892,1780471463,235626497,encoder,0.0,0.0,0
1780471463246518666,1780471463.246518612,1780471463,245689821,encoder,0.0,0.0,0
1780471463256495842,1780471463.256495953,1780471463,255633556,encoder,0.0,0.0,0
1780471463265995680,1780471463.265995741,1780471463,265631725,encoder,0.0,0.0,0
1780471463277253245,1780471463.277253151,1780471463,275647847,encoder,0.0,0.0,0
1780471463286119866,1780471463.286119938,1780471463,285629343,encoder,0.0,0.0,0
1780471463296608749,1780471463.296608686,1780471463,295646937,encoder,0.0,0.0,0
1780471463306405787,1780471463.306405783,1780471463,305629266,encoder,0.0,0.0,0
1780471463316266253,1780471463.316266298,1780471463,315643564,encoder,0.0,0.0,0
1780471463326160449,1780471463.326160431,1780471463,325634821,encoder,0.0,0.0,0
1780471463336205501,1780471463.336205482,1780471463,335668064,encoder,0.0,0.0,0
1780471463346487653,1780471463.346487761,1780471463,345684314,encoder,0.0,0.0,0
1780471463356302996,1780471463.356302977,1780471463,355634224,encoder,0.0,0.0,0
1780471463366464406,1780471463.366464376,1780471463,365633802,encoder,0.0,0.0,0
1780471463376337353,1780471463.376337290,1780471463,375637987,encoder,0.0,0.0,0
1780471463385990960,1780471463.385990858,1780471463,385628316,encoder,0.0,0.0,0
1780471463396305530,1780471463.396305561,1780471463,395628629,encoder,0.0,0.0,0
1780471463406561825,1780471463.406561852,1780471463,405625582,encoder,0.0,0.0,0
1780471463416358639,1780471463.416358709,1780471463,415645705,encoder,0.0,0.0,0
1780471463426170078,1780471463.426170111,1780471463,425642626,encoder,0.0,0.0,0
1780471463436555148,1780471463.436555147,1780471463,435655100,encoder,0.0,0.0,0
1780471463446258902,1780471463.446258783,1780471463,445635924,encoder,0.0,0.0,0
1780471463456208588,1780471463.456208706,1780471463,455641230,encoder,0.0,0.0,0
1780471463466055101,1780471463.466055155,1780471463,465652104,encoder,0.0,0.0,0
1780471463476162908,1780471463.476162910,1780471463,475697571,encoder,0.0,0.0,0
1780471463486262587,1780471463.486262560,1780471463,485634457,encoder,0.0,0.0,0
1780471463496275925,1780471463.496275902,1780471463,495638291,encoder,0.0,0.0,0
1780471463506095909,1780471463.506095886,1780471463,505640460,encoder,0.0,0.0,0
1780471463516182211,1780471463.516182184,1780471463,515687048,encoder,0.0,0.0,0
1780471463525965296,1780471463.525965214,1780471463,525647583,encoder,0.0,0.0,0
1780471463536153204,1780471463.536153316,1780471463,535669082,encoder,0.0,0.0,0
1780471463546425339,1780471463.546425343,1780471463,545661266,encoder,0.0,0.0,0
1780471463556180744,1780471463.556180716,1780471463,555656875,encoder,0.0,0.0,0
1780471463566038201,1780471463.566038132,1780471463,565640164,encoder,0.0,0.0,0
1780471463577650953,1780471463.577651024,1780471463,575651262,encoder,0.0,0.0,0
1780471463587030945,1780471463.587030888,1780471463,586105519,encoder,0.0,0.0,0
1780471463596303251,1780471463.596303225,1780471463,595659857,encoder,0.0,0.0,0
1780471463606590396,1780471463.606590509,1780471463,605649322,encoder,0.0,0.0,0
