bag_time_ns,bag_time_sec,version_h,version_l,bms_status,soc,current,cycle,bq_ntc,mcu_ntc,cell_vol
1780471506455277679,1780471506.455277681,1,4,1,28,-8976,62,"[43,42]","[36,40]","[3488,3488,32,32,3488,3520,3488,32,32,3488]"
1780471506475272298,1780471506.475272417,1,4,1,28,-8976,62,"[43,42]","[36,40]","[3488,3488,32,32,3488,3520,3488,32,32,3488]"
1780471506497718443,1780471506.497718334,1,4,1,28,-8976,62,"[43,42]","[36,40]","[3488,3488,32,32,3488,3520,3488,32,32,3488]"
1780471506515244577,1780471506.515244484,1,4,1,28,-8976,62,"[43,42]","[36,40]","[3488,3488,32,32,3488,3520,3488,32,32,3488]"
1780471506535252445,1780471506.535252333,1,4,1,28,-8976,62,"[43,42]","[36,40]","[3488,3488,32,32,3488,3520,3488,32,32,3488]"
1780471506556480635,1780471506.556480646,1,4,1,28,-8976,62,"[43,42]","[36,40]","[3488,3488,32,32,3488,3520,3488,32,32,3488]"
1780471506575321369,1780471506.575321436,1,4,1,28,-8976,62,"[43,42]","[36,40]","[3488,3488,32,32,3488,3520,3488,32,32,3488]"
1780471506595418970,1780471506.595418930,1,4,1,28,-8976,62,"[43,42]","[36,40]","[3488,3488,32,32,3488,3520,3488,32,32,3488]"
1780471506615394516,1780471506.615394592,1,4,1,28,-8976,62,"[43,42]","[36,40]","[3488,3488,32,32,3488,3520,3488,32,32,3488]"
1780471506635513527,1780471506.635513544,1,4,1,28,-8976,62,"[43,42]","[36,40]","[3488,3488,32,32,3488,3520,3488,32,32,3488]"
1780471506656198488,1780471506.656198502,1,4,1,28,-9197,62,"[43,42]","[36,40]","[3520,3488,32,32,3456,3520,3424,32,32,3488]"
1780471506675437610,1780471506.675437689,1,4,1,28,-9197,62,"[43,42]","[36,40]","[3520,3488,32,32,3456,3520,3424,32,32,3488]"
1780471506695473224,1780471506.695473194,1,4,1,28,-9197,62,"[43,42]","[36,40]","[3520,3488,32,32,3456,3520,3424,32,32,3488]"
1780471506715327964,1780471506.715327978,1,4,1,28,-9197,62,"[43,42]","[36,40]","[3520,3488,32,32,3456,3520,3424,32,32,3488]"
1780471506735402428,1780471506.735402346,1,4,1,28,-9197,62,"[43,42]","[36,40]","[3520,3488,32,32,3456,3520,3424,32,32,3488]"
1780471506755305331,1780471506.755305290,1,4,1,28,-9197,62,"[43,42]","[36,40]","[3520,3488,32,32,3456,3520,3424,32,32,3488]"
1780471506775416276,1780471506.775416374,1,4,1,28,-9197,62,"[43,42]","[36,40]","[3520,3488,32,32,3456,3520,3424,32,32,3488]"
1780471506795432465,1780471506.795432568,1,4,1,28,-9197,62,"[43,42]","[36,40]","[3520,3488,32,32,3456,3520,3424,32,32,3488]"
1780471506815295110,1780471506.815295219,1,4,1,28,-9197,62,"[43,42]","[36,40]","[3520,3488,32,32,3456,3520,3424,32,32,3488]"
1780471506835606770,1780471506.835606813,1,4,1,28,-9197,62,"[43,42]","[36,40]","[3520,3488,32,32,3456,3520,3424,32,32,3488]"
1780471506855428709,1780471506.855428696,1,4,1,28,-9197,62,"[43,42]","[36,40]","[3520,3488,32,32,3456,3520,3424,32,32,3488]"
1780471506875265912,1780471506.875265837,1,4,1,28,-9197,62,"[43,42]","[36,40]","[3520,3488,32,32,3456,3520,3424,32,32,3488]"
1780471506895709516,1780471506.895709515,1,4,1,28,-9197,62,"[43,42]","[36,40]","[3520,3488,32,32,3456,3520,3424,32,32,3488]"
1780471506916819300,1780471506.916819334,1,4,1,28,-8925,62,"[43,42]","[36,40]","[3520,3424,32,32,3424,3552,3488,32,32,3456]"
1780471506935489303,1780471506.935489416,1,4,1,28,-8925,62,"[43,42]","[36,40]","[3520,3424,32,32,3424,3552,3488,32,32,3456]"
1780471506955447377,1780471506.955447435,1,4,1,28,-8925,62,"[43,42]","[36,40]","[3520,3424,32,32,3424,3552,3488,32,32,3456]"
1780471506975686874,1780471506.975686789,1,4,1,28,-8925,62,"[43,42]","[36,40]","[3520,3424,32,32,3424,3552,3488,32,32,3456]"
1780471506995417511,1780471506.995417595,1,4,1,28,-8925,62,"[43,42]","[36,40]","[3520,3424,32,32,3424,3552,3488,32,32,3456]"
1780471507016163596,1780471507.016163588,1,4,1,28,-8925,62,"[43,42]","[36,40]","[3520,3424,32,32,3424,3552,3488,32,32,3456]"
1780471507035586344,1780471507.035586357,1,4,1,28,-8925,62,"[43,42]","[36,40]","[3520,3424,32,32,3424,3552,3488,32,32,3456]"
1780471507055486399,1780471507.055486441,1,4,1,28,-8925,62,"[43,42]","[36,40]","[3520,3424,32,32,3424,3552,3488,32,32,3456]"
1780471507075520829,1780471507.075520754,1,4,1,28,-8925,62,"[43,42]","[36,40]","[3520,3424,32,32,3424,3552,3488,32,32,3456]"
1780471507095420340,1780471507.095420361,1,4,1,28,-8925,62,"[43,42]","[36,40]","[3520,3424,32,32,3424,3552,3488,32,32,3456]"
1780471507115568472,1780471507.115568399,1,4,1,28,-8925,62,"[43,42]","[36,40]","[3520,3424,32,32,3424,3552,3488,32,32,3456]"
1780471507135349704,1780471507.135349751,1,4,1,28,-8925,62,"[43,42]","[36,40]","[3520,3424,32,32,3424,3552,3488,32,32,3456]"
1780471507155345284,1780471507.155345201,1,4,1,28,-9656,62,"[43,42]","[36,40]","[3520,3488,32,32,3456,3520,3488,32,32,3424]"
1780471507175592717,1780471507.175592661,1,4,1,28,-9656,62,"[43,42]","[36,40]","[3520,3488,32,32,3456,3520,3488,32,32,3424]"
1780471507195825110,1780471507.195825100,1,4,1,28,-9656,62,"[43,42]","[36,40]","[3520,3488,32,32,3456,3520,3488,32,32,3424]"
1780471507215673546,1780471507.215673447,1,4,1,28,-9656,62,"[43,42]","[36,40]","[3520,3488,32,32,3456,3520,3488,32,32,3424]"
1780471507235495004,1780471507.235495090,1,4,1,28,-9656,62,"[43,42]","[36,40]","[3520,3488,32,32,3456,3520,3488,32,32,3424]"
1780471507255189672,1780471507.255189657,1,4,1,28,-9656,62,"[43,42]","[36,40]","[3520,3488,32,32,3456,3520,3488,32,32,3424]"
1780471507275411920,1780471507.275411844,1,4,1,28,-9656,62,"[43,42]","[36,40]","[3520,3488,32,32,3456,3520,3488,32,32,3424]"
1780471507295383146,1780471507.295383215,1,4,1,28,-9656,62,"[43,42]","[36,40]","[3520,3488,32,32,3456,3520,3488,32,32,3424]"
1780471507315352485,1780471507.315352440,1,4,1,28,-9656,62,"[43,42]","[36,40]","[3520,3488,32,32,3456,3520,3488,32,32,3424]"
1780471507335225242,1780471507.335225344,1,4,1,28,-9656,62,"[43,42]","[36,40]","[3520,3488,32,32,3456,3520,3488,32,32,3424]"
1780471507355262680,1780471507.355262756,1,4,1,28,-9656,62,"[43,42]","[36,40]","[3520,3488,32,32,3456,3520,3488,32,32,3424]"
1780471507375178576,1780471507.375178576,1,4,1,28,-9656,62,"[43,42]","[36,40]","[3520,3488,32,32,3456,3520,3488,32,32,3424]"
1780471507395243119,1780471507.395243168,1,4,1,28,-9656,62,"[43,42]","[36,40]","[3520,3488,32,32,3456,3520,3488,32,32,3424]"
1780471507415212553,1780471507.415212631,1,4,1,28,-9928,62,"[43,42]","[36,40]","[3520,3488,32,32,3328,3520,3488,32,32,3424]"
1780471507435208709,1780471507.435208797,1,4,1,28,-9928,62,"[43,42]","[36,40]","[3520,3488,32,32,3328,3520,3488,32,32,3424]"
1780471507455247428,1780471507.455247402,1,4,1,28,-9928,62,"[43,42]","[36,40]","[3520,3488,32,32,3328,3520,3488,32,32,3424]"
1780471507475463467,1780471507.475463390,1,4,1,28,-9928,62,"[43,42]","[36,40]","[3520,3488,32,32,3328,3520,3488,32,32,3424]"
1780471507495351905,1780471507.495351791,1,4,1,28,-9928,62,"[43,42]","[36,40]","[3520,3488,32,32,3328,3520,3488,32,32,3424]"
1780471507515281658,1780471507.515281677,1,4,1,28,-9928,62,"[43,42]","[36,40]","[3520,3488,32,32,3328,3520,3488,32,32,3424]"
1780471507535302903,1780471507.535302877,1,4,1,28,-9928,62,"[43,42]","[36,40]","[3520,3488,32,32,3328,3520,3488,32,32,3424]"
1780471507555343573,1780471507.555343628,1,4,1,28,-9928,62,"[43,42]","[36,40]","[3520,3488,32,32,3328,3520,3488,32,32,3424]"
1780471507575259053,1780471507.575258970,1,4,1,28,-9928,62,"[43,42]","[36,40]","[3520,3488,32,32,3328,3520,3488,32,32,3424]"
1780471507595311051,1780471507.595311165,1,4,1,28,-9928,62,"[43,42]","[36,40]","[3520,3488,32,32,3328,3520,3488,32,32,3424]"
1780471507615252452,1780471507.615252495,1,4,1,28,-9928,62,"[43,42]","[36,40]","[3520,3488,32,32,3328,3520,3488,32,32,3424]"
1780471507635406729,1780471507.635406733,1,4,1,28,-9928,62,"[43,42]","[36,40]","[3520,3488,32,32,3328,3520,3488,32,32,3424]"
1780471507655247804,1780471507.655247688,1,4,1,28,-9401,62,"[43,42]","[36,40]","[3520,3488,32,32,3424,3488,3520,32,32,3456]"
1780471507675450851,1780471507.675450802,1,4,1,28,-9401,62,"[43,42]","[36,40]","[3520,3488,32,32,3424,3488,3520,32,32,3456]"
1780471507695295927,1780471507.695295811,1,4,1,28,-9401,62,"[43,42]","[36,40]","[3520,3488,32,32,3424,3488,3520,32,32,3456]"
1780471507715267858,1780471507.715267897,1,4,1,28,-9401,62,"[43,42]","[36,40]","[3520,3488,32,32,3424,3488,3520,32,32,3456]"
1780471507735237292,1780471507.735237360,1,4,1,28,-9401,62,"[43,42]","[36,40]","[3520,3488,32,32,3424,3488,3520,32,32,3456]"
1780471507755287915,1780471507.755287886,1,4,1,28,-9401,62,"[43,42]","[36,40]","[3520,3488,32,32,3424,3488,3520,32,32,3456]"
1780471507775204674,1780471507.775204659,1,4,1,28,-9401,62,"[43,42]","[36,40]","[3520,3488,32,32,3424,3488,3520,32,32,3456]"
1780471507795202270,1780471507.795202255,1,4,1,28,-9401,62,"[43,42]","[36,40]","[3520,3488,32,32,3424,3488,3520,32,32,3456]"
1780471507815286271,1780471507.815286160,1,4,1,28,-9401,62,"[43,42]","[36,40]","[3520,3488,32,32,3424,3488,3520,32,32,3456]"
1780471507835254297,1780471507.835254192,1,4,1,28,-9401,62,"[43,42]","[36,40]","[3520,3488,32,32,3424,3488,3520,32,32,3456]"
1780471507855196914,1780471507.855196953,1,4,1,28,-9401,62,"[43,42]","[36,40]","[3520,3488,32,32,3424,3488,3520,32,32,3456]"
1780471507875215087,1780471507.875215054,1,4,1,28,-9401,62,"[43,42]","[36,40]","[3520,3488,32,32,3424,3488,3520,32,32,3456]"
1780471507895651267,1780471507.895651340,1,4,1,28,-9401,62,"[43,42]","[36,40]","[3520,3488,32,32,3424,3488,3520,32,32,3456]"
1780471507915355695,1780471507.915355682,1,4,1,28,-9248,62,"[43,42]","[36,40]","[3456,3520,32,32,3424,3424,3552,32,32,3488]"
1780471507935970189,1780471507.935970306,1,4,1,28,-9248,62,"[43,42]","[36,40]","[3456,3520,32,32,3424,3424,3552,32,32,3488]"
1780471507955604181,1780471507.955604076,1,4,1,28,-9248,62,"[43,42]","[36,40]","[3456,3520,32,32,3424,3424,3552,32,32,3488]"
1780471507975349667,1780471507.975349665,1,4,1,28,-9248,62,"[43,42]","[36,40]","[3456,3520,32,32,3424,3424,3552,32,32,3488]"
1780471507995313597,1780471507.995313644,1,4,1,28,-9248,62,"[43,42]","[36,40]","[3456,3520,32,32,3424,3424,3552,32,32,3488]"
1780471508015427135,1780471508.015427113,1,4,1,28,-9248,62,"[43,42]","[36,40]","[3456,3520,32,32,3424,3424,3552,32,32,3488]"
1780471508035497376,1780471508.035497427,1,4,1,28,-9248,62,"[43,42]","[36,40]","[3456,3520,32,32,3424,3424,3552,32,32,3488]"
1780471508055172010,1780471508.055171967,1,4,1,28,-9248,62,"[43,42]","[36,40]","[3456,3520,32,32,3424,3424,3552,32,32,3488]"
1780471508075399987,1780471508.075399876,1,4,1,28,-9248,62,"[43,42]","[36,40]","[3456,3520,32,32,3424,3424,3552,32,32,3488]"
1780471508095635708,1780471508.095635653,1,4,1,28,-9248,62,"[43,42]","[36,40]","[3456,3520,32,32,3424,3424,3552,32,32,3488]"
1780471508115225154,1780471508.115225077,1,4,1,28,-9248,62,"[43,42]","[36,40]","[3456,3520,32,32,3424,3424,3552,32,32,3488]"
1780471508135259232,1780471508.135259151,1,4,1,28,-9248,62,"[43,42]","[36,40]","[3456,3520,32,32,3424,3424,3552,32,32,3488]"
1780471508155489097,1780471508.155489206,1,4,1,28,-9027,62,"[43,42]","[36,40]","[3456,3520,32,32,3456,3488,3520,32,32,3488]"
1780471508175274073,1780471508.175274134,1,4,1,28,-9027,62,"[43,42]","[36,40]","[3456,3520,32,32,3456,3488,3520,32,32,3488]"
1780471508195365019,1780471508.195364952,1,4,1,28,-9027,62,"[43,42]","[36,40]","[3456,3520,32,32,3456,3488,3520,32,32,3488]"
1780471508215810735,1780471508.215810776,1,4,1,28,-9027,62,"[43,42]","[36,40]","[3456,3520,32,32,3456,3488,3520,32,32,3488]"
1780471508235690725,1780471508.235690832,1,4,1,28,-9027,62,"[43,42]","[36,40]","[3456,3520,32,32,3456,3488,3520,32,32,3488]"
1780471508255343694,1780471508.255343676,1,4,1,28,-9027,62,"[43,42]","[36,40]","[3456,3520,32,32,3456,3488,3520,32,32,3488]"
1780471508275627258,1780471508.275627375,1,4,1,28,-9027,62,"[43,42]","[36,40]","[3456,3520,32,32,3456,3488,3520,32,32,3488]"
1780471508295402090,1780471508.295402050,1,4,1,28,-9027,62,"[43,42]","[36,40]","[3456,3520,32,32,3456,3488,3520,32,32,3488]"
1780471508315375973,1780471508.315376043,1,4,1,28,-9027,62,"[43,42]","[36,40]","[3456,3520,32,32,3456,3488,3520,32,32,3488]"
1780471508335322270,1780471508.335322380,1,4,1,28,-9027,62,"[43,42]","[36,40]","[3456,3520,32,32,3456,3488,3520,32,32,3488]"
1780471508355301081,1780471508.355301142,1,4,1,28,-9027,62,"[43,42]","[36,40]","[3456,3520,32,32,3456,3488,3520,32,32,3488]"
1780471508375418044,1780471508.375417948,1,4,1,28,-9027,62,"[43,42]","[36,40]","[3456,3520,32,32,3456,3488,3520,32,32,3488]"
1780471508395408664,1780471508.395408630,1,4,1,28,-9027,62,"[43,42]","[36,40]","[3456,3520,32,32,3456,3488,3520,32,32,3488]"
1780471508415351217,1780471508.415351152,1,4,1,28,-9197,62,"[43,42]","[36,40]","[3424,3520,32,32,3456,3488,3520,32,32,3520]"
1780471508435384047,1780471508.435384035,1,4,1,28,-9197,62,"[43,42]","[36,40]","[3424,3520,32,32,3456,3488,3520,32,32,3520]"
1780471508455254340,1780471508.455254316,1,4,1,28,-9197,62,"[43,42]","[36,40]","[3424,3520,32,32,3456,3488,3520,32,32,3520]"
1780471508475872226,1780471508.475872278,1,4,1,28,-9197,62,"[43,42]","[36,40]","[3424,3520,32,32,3456,3488,3520,32,32,3520]"
1780471508495418790,1780471508.495418787,1,4,1,28,-9197,62,"[43,42]","[36,40]","[3424,3520,32,32,3456,3488,3520,32,32,3520]"
1780471508515538728,1780471508.515538692,1,4,1,28,-9197,62,"[43,42]","[36,40]","[3424,3520,32,32,3456,3488,3520,32,32,3520]"
1780471508536590110,1780471508.536590099,1,4,1,28,-9197,62,"[43,42]","[36,40]","[3424,3520,32,32,3456,3488,3520,32,32,3520]"
1780471508555314997,1780471508.555315018,1,4,1,28,-9197,62,"[43,42]","[36,40]","[3424,3520,32,32,3456,3488,3520,32,32,3520]"
1780471508575255054,1780471508.575255156,1,4,1,28,-9197,62,"[43,42]","[36,40]","[3424,3520,32,32,3456,3488,3520,32,32,3520]"
1780471508595300588,1780471508.595300674,1,4,1,28,-9197,62,"[43,42]","[36,40]","[3424,3520,32,32,3456,3488,3520,32,32,3520]"
1780471508615320906,1780471508.615320921,1,4,1,28,-9197,62,"[43,42]","[36,40]","[3424,3520,32,32,3456,3488,3520,32,32,3520]"
1780471508635336199,1780471508.635336161,1,4,1,28,-9197,62,"[43,42]","[36,40]","[3424,3520,32,32,3456,3488,3520,32,32,3520]"
1780471508655310498,1780471508.655310392,1,4,1,28,-9384,62,"[43,42]","[36,40]","[3392,3488,32,32,3488,3552,3456,32,32,3424]"
1780471508675685042,1780471508.675684929,1,4,1,28,-9384,62,"[43,42]","[36,40]","[3392,3488,32,32,3488,3552,3456,32,32,3424]"
1780471508695428801,1780471508.695428848,1,4,1,28,-9384,62,"[43,42]","[36,40]","[3392,3488,32,32,3488,3552,3456,32,32,3424]"
1780471508715564676,1780471508.715564728,1,4,1,28,-9384,62,"[43,42]","[36,40]","[3392,3488,32,32,3488,3552,3456,32,32,3424]"
1780471508735405016,1780471508.735404968,1,4,1,28,-9384,62,"[43,42]","[36,40]","[3392,3488,32,32,3488,3552,3456,32,32,3424]"
1780471508755567133,1780471508.755567074,1,4,1,28,-9384,62,"[43,42]","[36,40]","[3392,3488,32,32,3488,3552,3456,32,32,3424]"
1780471508775324812,1780471508.775324821,1,4,1,28,-9384,62,"[43,42]","[36,40]","[3392,3488,32,32,3488,3552,3456,32,32,3424]"
1780471508795334441,1780471508.795334339,1,4,1,28,-9384,62,"[43,42]","[36,40]","[3392,3488,32,32,3488,3552,3456,32,32,3424]"
1780471508815299267,1780471508.815299273,1,4,1,28,-9384,62,"[43,42]","[36,40]","[3392,3488,32,32,3488,3552,3456,32,32,3424]"
1780471508835414214,1780471508.835414171,1,4,1,28,-9384,62,"[43,42]","[36,40]","[3392,3488,32,32,3488,3552,3456,32,32,3424]"
1780471508855266362,1780471508.855266333,1,4,1,28,-9384,62,"[43,42]","[36,40]","[3392,3488,32,32,3488,3552,3456,32,32,3424]"
1780471508875265142,1780471508.875265121,1,4,1,28,-9384,62,"[43,42]","[36,40]","[3392,3488,32,32,3488,3552,3456,32,32,3424]"
1780471508895272819,1780471508.895272732,1,4,1,28,-9384,62,"[43,42]","[36,40]","[3392,3488,32,32,3488,3552,3456,32,32,3424]"
1780471508915415991,1780471508.915416002,1,4,1,28,-9265,62,"[43,42]","[36,40]","[3456,3520,32,32,3456,3520,3424,32,32,3456]"
1780471508935602749,1780471508.935602665,1,4,1,28,-9265,62,"[43,42]","[36,40]","[3456,3520,32,32,3456,3520,3424,32,32,3456]"
1780471508955405135,1780471508.955405235,1,4,1,28,-9265,62,"[43,42]","[36,40]","[3456,3520,32,32,3456,3520,3424,32,32,3456]"
1780471508975407595,1780471508.975407600,1,4,1,28,-9265,62,"[43,42]","[36,40]","[3456,3520,32,32,3456,3520,3424,32,32,3456]"
1780471508995352261,1780471508.995352268,1,4,1,28,-9265,62,"[43,42]","[36,40]","[3456,3520,32,32,3456,3520,3424,32,32,3456]"
1780471509015417829,1780471509.015417814,1,4,1,28,-9265,62,"[43,42]","[36,40]","[3456,3520,32,32,3456,3520,3424,32,32,3456]"
1780471509035452995,1780471509.035453081,1,4,1,28,-9265,62,"[43,42]","[36,40]","[3456,3520,32,32,3456,3520,3424,32,32,3456]"
1780471509055287959,1780471509.055288076,1,4,1,28,-9265,62,"[43,42]","[36,40]","[3456,3520,32,32,3456,3520,3424,32,32,3456]"
1780471509075533152,1780471509.075533152,1,4,1,28,-9265,62,"[43,42]","[36,40]","[3456,3520,32,32,3456,3520,3424,32,32,3456]"
1780471509095245549,1780471509.095245600,1,4,1,28,-9265,62,"[43,42]","[36,40]","[3456,3520,32,32,3456,3520,3424,32,32,3456]"
1780471509115496759,1780471509.115496874,1,4,1,28,-9265,62,"[43,42]","[36,40]","[3456,3520,32,32,3456,3520,3424,32,32,3456]"
1780471509135250502,1780471509.135250568,1,4,1,28,-9265,62,"[43,42]","[36,40]","[3456,3520,32,32,3456,3520,3424,32,32,3456]"
1780471509155205984,1780471509.155205965,1,4,1,27,-9044,62,"[43,42]","[36,40]","[3456,3456,32,32,3488,3552,3488,32,32,3392]"
1780471509175315235,1780471509.175315142,1,4,1,27,-9044,62,"[43,42]","[36,40]","[3456,3456,32,32,3488,3552,3488,32,32,3392]"
1780471509195301919,1780471509.195302010,1,4,1,27,-9044,62,"[43,42]","[36,40]","[3456,3456,32,32,3488,3552,3488,32,32,3392]"
1780471509215335229,1780471509.215335131,1,4,1,27,-9044,62,"[43,42]","[36,40]","[3456,3456,32,32,3488,3552,3488,32,32,3392]"
1780471509235379132,1780471509.235379219,1,4,1,27,-9044,62,"[43,42]","[36,40]","[3456,3456,32,32,3488,3552,3488,32,32,3392]"
1780471509255416474,1780471509.255416393,1,4,1,27,-9044,62,"[43,42]","[36,40]","[3456,3456,32,32,3488,3552,3488,32,32,3392]"
1780471509275500187,1780471509.275500298,1,4,1,27,-9044,62,"[43,42]","[36,40]","[3456,3456,32,32,3488,3552,3488,32,32,3392]"
1780471509295537402,1780471509.295537472,1,4,1,27,-9044,62,"[43,42]","[36,40]","[3456,3456,32,32,3488,3552,3488,32,32,3392]"
1780471509315426160,1780471509.315426111,1,4,1,27,-9044,62,"[43,42]","[36,40]","[3456,3456,32,32,3488,3552,3488,32,32,3392]"
1780471509335691003,1780471509.335690975,1,4,1,27,-9044,62,"[43,42]","[36,40]","[3456,3456,32,32,3488,3552,3488,32,32,3392]"
1780471509355301410,1780471509.355301380,1,4,1,27,-9044,62,"[43,42]","[36,40]","[3456,3456,32,32,3488,3552,3488,32,32,3392]"
1780471509375355330,1780471509.375355244,1,4,1,27,-9044,62,"[43,42]","[36,40]","[3456,3456,32,32,3488,3552,3488,32,32,3392]"
1780471509395300283,1780471509.395300388,1,4,1,27,-9044,62,"[43,42]","[36,40]","[3456,3456,32,32,3488,3552,3488,32,32,3392]"
1780471509415588519,1780471509.415588617,1,4,1,27,-9605,62,"[43,42]","[36,40]","[3520,3456,32,32,3424,3456,3488,32,32,3392]"
1780471509435525824,1780471509.435525894,1,4,1,27,-9605,62,"[43,42]","[36,40]","[3520,3456,32,32,3424,3456,3488,32,32,3392]"
1780471509455293296,1780471509.455293179,1,4,1,27,-9605,62,"[43,42]","[36,40]","[3520,3456,32,32,3424,3456,3488,32,32,3392]"
1780471509475380305,1780471509.475380421,1,4,1,27,-9605,62,"[43,42]","[36,40]","[3520,3456,32,32,3424,3456,3488,32,32,3392]"
1780471509495763715,1780471509.495763779,1,4,1,27,-9605,62,"[43,42]","[36,40]","[3520,3456,32,32,3424,3456,3488,32,32,3392]"
1780471509515712764,1780471509.515712738,1,4,1,27,-9605,62,"[43,42]","[36,40]","[3520,3456,32,32,3424,3456,3488,32,32,3392]"
1780471509535349893,1780471509.535349846,1,4,1,27,-9605,62,"[43,42]","[36,40]","[3520,3456,32,32,3424,3456,3488,32,32,3392]"
1780471509555422822,1780471509.555422783,1,4,1,27,-9605,62,"[43,42]","[36,40]","[3520,3456,32,32,3424,3456,3488,32,32,3392]"
1780471509575304028,1780471509.575304031,1,4,1,27,-9605,62,"[43,42]","[36,40]","[3520,3456,32,32,3424,3456,3488,32,32,3392]"
1780471509595617321,1780471509.595617294,1,4,1,27,-9605,62,"[43,42]","[36,40]","[3520,3456,32,32,3424,3456,3488,32,32,3392]"
1780471509615504543,1780471509.615504503,1,4,1,27,-9605,62,"[43,42]","[36,40]","[3520,3456,32,32,3424,3456,3488,32,32,3392]"
1780471509635306417,1780471509.635306358,1,4,1,27,-9605,62,"[43,42]","[36,40]","[3520,3456,32,32,3424,3456,3488,32,32,3392]"
1780471509655498776,1780471509.655498743,1,4,1,27,-8789,62,"[43,42]","[36,40]","[3488,3456,32,32,3488,3456,3552,32,32,3488]"
1780471509675390895,1780471509.675390959,1,4,1,27,-8789,62,"[43,42]","[36,40]","[3488,3456,32,32,3488,3456,3552,32,32,3488]"
1780471509695451150,1780471509.695451260,1,4,1,27,-8789,62,"[43,42]","[36,40]","[3488,3456,32,32,3488,3456,3552,32,32,3488]"
1780471509715398856,1780471509.715398788,1,4,1,27,-8789,62,"[43,42]","[36,40]","[3488,3456,32,32,3488,3456,3552,32,32,3488]"
1780471509735684244,1780471509.735684156,1,4,1,27,-8789,62,"[43,42]","[36,40]","[3488,3456,32,32,3488,3456,3552,32,32,3488]"
1780471509755540777,1780471509.755540848,1,4,1,27,-8789,62,"[43,42]","[36,40]","[3488,3456,32,32,3488,3456,3552,32,32,3488]"
1780471509775591560,1780471509.775591612,1,4,1,27,-8789,62,"[43,42]","[36,40]","[3488,3456,32,32,3488,3456,3552,32,32,3488]"
1780471509795396954,1780471509.795397043,1,4,1,27,-8789,62,"[43,42]","[36,40]","[3488,3456,32,32,3488,3456,3552,32,32,3488]"
1780471509815420088,1780471509.815420151,1,4,1,27,-8789,62,"[43,42]","[36,40]","[3488,3456,32,32,3488,3456,3552,32,32,3488]"
1780471509835436245,1780471509.835436344,1,4,1,27,-8789,62,"[43,42]","[36,40]","[3488,3456,32,32,3488,3456,3552,32,32,3488]"
1780471509855331596,1780471509.855331659,1,4,1,27,-8789,62,"[43,42]","[36,40]","[3488,3456,32,32,3488,3456,3552,32,32,3488]"
1780471509875757471,1780471509.875757456,1,4,1,27,-8789,62,"[43,42]","[36,40]","[3488,3456,32,32,3488,3456,3552,32,32,3488]"
1780471509895385352,1780471509.895385265,1,4,1,27,-8789,62,"[43,42]","[36,40]","[3488,3456,32,32,3488,3456,3552,32,32,3488]"
1780471509915356450,1780471509.915356398,1,4,1,27,-9792,62,"[43,42]","[36,40]","[3520,3424,32,32,3360,3520,3520,32,32,3488]"
1780471509935358719,1780471509.935358763,1,4,1,27,-9792,62,"[43,42]","[36,40]","[3520,3424,32,32,3360,3520,3520,32,32,3488]"
1780471509955483810,1780471509.955483913,1,4,1,27,-9792,62,"[43,42]","[36,40]","[3520,3424,32,32,3360,3520,3520,32,32,3488]"
1780471509975419675,1780471509.975419760,1,4,1,27,-9792,62,"[43,42]","[36,40]","[3520,3424,32,32,3360,3520,3520,32,32,3488]"
1780471509995528478,1780471509.995528460,1,4,1,27,-9792,62,"[43,42]","[36,40]","[3520,3424,32,32,3360,3520,3520,32,32,3488]"
1780471510015377650,1780471510.015377760,1,4,1,27,-9792,62,"[43,42]","[36,40]","[3520,3424,32,32,3360,3520,3520,32,32,3488]"
1780471510035342541,1780471510.035342455,1,4,1,27,-9792,62,"[43,42]","[36,40]","[3520,3424,32,32,3360,3520,3520,32,32,3488]"
1780471510055485265,1780471510.055485249,1,4,1,27,-9792,62,"[43,42]","[36,40]","[3520,3424,32,32,3360,3520,3520,32,32,3488]"
1780471510075326789,1780471510.075326681,1,4,1,27,-9792,62,"[43,42]","[36,40]","[3520,3424,32,32,3360,3520,3520,32,32,3488]"
1780471510095427751,1780471510.095427752,1,4,1,27,-9792,62,"[43,42]","[36,40]","[3520,3424,32,32,3360,3520,3520,32,32,3488]"
1780471510115435908,1780471510.115435839,1,4,1,27,-9792,62,"[43,42]","[36,40]","[3520,3424,32,32,3360,3520,3520,32,32,3488]"
1780471510135574153,1780471510.135574102,1,4,1,27,-9792,62,"[43,42]","[36,40]","[3520,3424,32,32,3360,3520,3520,32,32,3488]"
1780471510155410556,1780471510.155410528,1,4,1,27,-8738,62,"[43,42]","[36,40]","[3520,3488,32,32,3424,3456,3552,32,32,3520]"
1780471510175391896,1780471510.175391912,1,4,1,27,-8738,62,"[43,42]","[36,40]","[3520,3488,32,32,3424,3456,3552,32,32,3520]"
1780471510195421750,1780471510.195421696,1,4,1,27,-8738,62,"[43,42]","[36,40]","[3520,3488,32,32,3424,3456,3552,32,32,3520]"
1780471510215509080,1780471510.215509176,1,4,1,27,-8738,62,"[43,42]","[36,40]","[3520,3488,32,32,3424,3456,3552,32,32,3520]"
1780471510235380173,1780471510.235380173,1,4,1,27,-8738,62,"[43,42]","[36,40]","[3520,3488,32,32,3424,3456,3552,32,32,3520]"
