bag_time_ns,bag_time_sec,data
1780471474357015823,1780471474.357015848,True
1780471474366689368,1780471474.366689444,True
1780471474376652880,1780471474.376652956,True
1780471474386575559,1780471474.386575460,True
1780471474396597698,1780471474.396597624,True
1780471474406560859,1780471474.406560898,True
1780471474416972620,1780471474.416972637,True
1780471474426886402,1780471474.426886320,True
1780471474437176492,1780471474.437176466,True
1780471474446979132,1780471474.446979046,True
1780471474457045530,1780471474.457045555,True
1780471474466794695,1780471474.466794729,True
1780471474477018669,1780471474.477018595,True
1780471474486951492,1780471474.486951590,True
1780471474496860410,1780471474.496860504,True
1780471474506720205,1780471474.506720304,True
1780471474517252100,1780471474.517252207,True
1780471474526867146,1780471474.526867151,True
1780471474536824098,1780471474.536823988,True
1780471474546714231,1780471474.546714306,True
1780471474556765748,1780471474.556765795,True
1780471474566916919,1780471474.566916943,True
1780471474576644131,1780471474.576644182,True
1780471474586759300,1780471474.586759329,True
1780471474596585205,1780471474.596585274,True
1780471474606694709,1780471474.606694698,True
1780471474616808694,1780471474.616808653,True
1780471474626824849,1780471474.626824856,True
1780471474636852685,1780471474.636852741,True
1780471474646838343,1780471474.646838427,True
1780471474657326204,1780471474.657326221,True
1780471474666611312,1780471474.666611195,True
1780471474676733585,1780471474.676733494,True
1780471474686766670,1780471474.686766624,True
1780471474697175390,1780471474.697175503,True
1780471474706652413,1780471474.706652403,True
1780471474716550898,1780471474.716550827,True
1780471474726790169,1780471474.726790190,True
1780471474736829398,1780471474.736829281,True
1780471474747245223,1780471474.747245312,True
1780471474756771880,1780471474.756771803,True
1780471474767011759,1780471474.767011642,True
1780471474776705977,1780471474.776705980,True
1780471474786579597,1780471474.786579609,True
1780471474796690542,1780471474.796690464,True
1780471474806780589,1780471474.806780577,True
1780471474816766439,1780471474.816766500,True
1780471474826726015,1780471474.826725960,True
1780471474836691160,1780471474.836691141,True
1780471474846992131,1780471474.846992016,True
1780471474856730095,1780471474.856729984,True
1780471474866802285,1780471474.866802216,True
1780471474876819625,1780471474.876819611,True
1780471474886774433,1780471474.886774540,True
1780471474896758459,1780471474.896758556,True
1780471474906875996,1780471474.906876087,True
1780471474916717710,1780471474.916717768,True
1780471474926770059,1780471474.926769972,True
1780471474936951567,1780471474.936951637,True
1780471474946737758,1780471474.946737766,True
1780471474956658037,1780471474.956658125,True
1780471474966658319,1780471474.966658354,True
1780471474978945861,1780471474.978945971,True
1780471474986670661,1780471474.986670732,True
1780471474996811079,1780471474.996811152,True
1780471475007066639,1780471475.007066727,True
1780471475016986598,1780471475.016986609,True
1780471475026665327,1780471475.026665211,True
1780471475036834195,1780471475.036834240,True
1780471475046584928,1780471475.046584845,True
1780471475056620509,1780471475.056620598,True
1780471475066801985,1780471475.066802025,True
1780471475076637235,1780471475.076637268,True
1780471475086782549,1780471475.086782455,True
1780471475096766159,1780471475.096766233,True
1780471475106776010,1780471475.106775999,True
1780471475116478517,1780471475.116478443,True
1780471475126567285,1780471475.126567364,True
1780471475136738936,1780471475.136739016,True
1780471475146990977,1780471475.146991014,True
1780471475156670538,1780471475.156670570,True
1780471475166769930,1780471475.166769981,True
1780471475176955599,1780471475.176955700,True
1780471475186646841,1780471475.186646938,True
1780471475196871744,1780471475.196871758,True
1780471475206738675,1780471475.206738710,True
1780471475216924024,1780471475.216923952,True
1780471475226708103,1780471475.226708174,True
1780471475236739011,1780471475.236738920,True
1780471475246643929,1780471475.246644020,True
1780471475256761274,1780471475.256761312,True
1780471475266672080,1780471475.266672134,True
1780471475276606055,1780471475.276606083,True
1780471475286955508,1780471475.286955595,True
1780471475296774949,1780471475.296774864,True
1780471475306686651,1780471475.306686640,True
1780471475316982374,1780471475.316982269,True
1780471475326660367,1780471475.326660395,True
1780471475336726061,1780471475.336725950,True
1780471475346706471,1780471475.346706390,True
1780471475356678048,1780471475.356678009,True
1780471475366660826,1780471475.366660833,True
1780471475376964069,1780471475.376964092,True
1780471475387251759,1780471475.387251854,True
1780471475396986235,1780471475.396986246,True
1780471475406626850,1780471475.406626940,True
1780471475416864938,1780471475.416864872,True
1780471475426847908,1780471475.426847935,True
1780471475437141550,1780471475.437141657,True
1780471475446730867,1780471475.446730852,True
1780471475456879285,1780471475.456879377,True
1780471475467083355,1780471475.467083454,True
1780471475476780389,1780471475.476780415,True
1780471475486726077,1780471475.486726046,True
1780471475496794139,1780471475.496794224,True
1780471475507057220,1780471475.507057190,True
1780471475516775760,1780471475.516775846,True
1780471475526620194,1780471475.526620150,True
1780471475536748932,1780471475.536748886,True
1780471475546654297,1780471475.546654224,True
1780471475556979557,1780471475.556979656,True
1780471475566823064,1780471475.566823006,True
1780471475577025661,1780471475.577025652,True
1780471475586824749,1780471475.586824656,True
1780471475596759748,1780471475.596759796,True
1780471475606790401,1780471475.606790304,True
1780471475616922882,1780471475.616922855,True
1780471475627248271,1780471475.627248287,True
1780471475636885110,1780471475.636885166,True
1780471475646776906,1780471475.646776915,True
1780471475656838824,1780471475.656838894,True
1780471475666837059,1780471475.666836977,True
1780471475676750297,1780471475.676750183,True
1780471475686651534,1780471475.686651468,True
1780471475697377200,1780471475.697377205,True
1780471475706768554,1780471475.706768513,True
1780471475716983472,1780471475.716983557,True
1780471475726905543,1780471475.726905584,True
1780471475742426507,1780471475.742426395,True
1780471475747299505,1780471475.747299433,True
1780471475757239721,1780471475.757239819,True
1780471475774874559,1780471475.774874449,True
1780471475777158170,1780471475.777158260,True
1780471475787242041,1780471475.787241936,True
1780471475796733368,1780471475.796733379,True
1780471475807045988,1780471475.807045937,True
1780471475817263978,1780471475.817264080,True
1780471475827236771,1780471475.827236652,True
1780471475837583217,1780471475.837583303,True
1780471475846875909,1780471475.846875906,True
1780471475857606919,1780471475.857606888,True
1780471475867017090,1780471475.867017031,True
1780471475877282987,1780471475.877283096,True
1780471475887172064,1780471475.887171984,True
1780471475897308162,1780471475.897308111,True
1780471475907679376,1780471475.907679319,True
1780471475917517954,1780471475.917517900,True
1780471475927532574,1780471475.927532673,True
1780471475937702178,1780471475.937702179,True
1780471475947518258,1780471475.947518349,True
1780471475957506348,1780471475.957506418,True
1780471475966912647,1780471475.966912746,True
1780471475976993190,1780471475.976993084,True
1780471475986853145,1780471475.986853123,True
1780471475997433267,1780471475.997433186,True
1780471476007106140,1780471476.007106066,True
1780471476017572592,1780471476.017572641,True
1780471476027021421,1780471476.027021408,True
1780471476036978950,1780471476.036978960,True
1780471476047497148,1780471476.047497034,True
1780471476056718029,1780471476.056718111,True
1780471476067114493,1780471476.067114592,True
1780471476077270913,1780471476.077270985,True
1780471476086990092,1780471476.086990118,True
1780471476097060459,1780471476.097060442,True
1780471476107131049,1780471476.107131004,True
1780471476117480759,1780471476.117480755,True
1780471476126842959,1780471476.126842976,True
1780471476137209534,1780471476.137209415,True
1780471476146694077,1780471476.146694183,True
1780471476156773756,1780471476.156773806,True
1780471476166817849,1780471476.166817904,True
1780471476176939546,1780471476.176939487,True
1780471476186668711,1780471476.186668634,True
1780471476197925893,1780471476.197925806,True
1780471476207508073,1780471476.207508087,True
1780471476217770962,1780471476.217771053,True
1780471476228387086,1780471476.228387117,True
1780471476238134460,1780471476.238134384,True
1780471476246933270,1780471476.246933222,True
1780471476258059117,1780471476.258059025,True
1780471476267321888,1780471476.267321825,True
1780471476277070637,1780471476.277070522,True
1780471476286988036,1780471476.286988020,True
1780471476297023296,1780471476.297023296,True
1780471476306782926,1780471476.306782961,True
1780471476316965715,1780471476.316965818,True
1780471476326739905,1780471476.326739788,True
1780471476336832097,1780471476.336832047,True
1780471476347209296,1780471476.347209215,True
1780471476357293712,1780471476.357293606,True
1780471476367174468,1780471476.367174387,True
1780471476376878671,1780471476.376878738,True
1780471476387300416,1780471476.387300491,True
1780471476397237144,1780471476.397237062,True
1780471476407015334,1780471476.407015324,True
1780471476417263919,1780471476.417263985,True
1780471476427074047,1780471476.427073956,True
1780471476436765097,1780471476.436765194,True
1780471476446719874,1780471476.446719885,True
1780471476457005708,1780471476.457005739,True
1780471476466828029,1780471476.466828108,True
1780471476477214893,1780471476.477214813,True
1780471476486911511,1780471476.486911535,True
1780471476496898737,1780471476.496898651,True
1780471476506888811,1780471476.506888866,True
1780471476517331582,1780471476.517331600,True
1780471476527933337,1780471476.527933359,True
1780471476537364725,1780471476.537364721,True
1780471476546978011,1780471476.546977997,True
1780471476557476337,1780471476.557476282,True
1780471476567107800,1780471476.567107916,True
1780471476577246042,1780471476.577245951,True
1780471476587145039,1780471476.587145090,True
1780471476597311955,1780471476.597311974,True
1780471476607540826,1780471476.607540846,True
1780471476616960886,1780471476.616961002,True
1780471476626793576,1780471476.626793623,True
1780471476637176215,1780471476.637176275,True
1780471476646807742,1780471476.646807671,True
1780471476656824186,1780471476.656824112,True
1780471476667316047,1780471476.667315960,True
1780471476676870610,1780471476.676870584,True
1780471476687135611,1780471476.687135696,True
1780471476697193497,1780471476.697193384,True
1780471476706995401,1780471476.706995487,True
1780471476717218608,1780471476.717218637,True
1780471476726696974,1780471476.726696968,True
1780471476737404175,1780471476.737404108,True
1780471476746768872,1780471476.746768951,True
1780471476757213274,1780471476.757213354,True
1780471476767018539,1780471476.767018557,True
1780471476777397690,1780471476.777397633,True
1780471476787088836,1780471476.787088871,True
1780471476797039004,1780471476.797039032,True
1780471476806886191,1780471476.806886196,True
1780471476817188538,1780471476.817188501,True
1780471476827174708,1780471476.827174664,True
1780471476836971236,1780471476.836971283,True
1780471476847165065,1780471476.847165108,True
1780471476857047677,1780471476.857047558,True
1780471476866945138,1780471476.866945028,True
1780471476876912715,1780471476.876912832,True
1780471476887347550,1780471476.887347460,True
1780471476897110124,1780471476.897110224,True
1780471476907677797,1780471476.907677889,True
1780471476917227688,1780471476.917227745,True
1780471476928010637,1780471476.928010702,True
1780471476937690550,1780471476.937690496,True
1780471476947230200,1780471476.947230101,True
1780471476957016071,1780471476.957015991,True
1780471476967052420,1780471476.967052460,True
1780471476978023251,1780471476.978023291,True
1780471476986987126,1780471476.986987114,True
1780471477000174461,1780471477.000174522,True
1780471477009009785,1780471477.009009838,True
1780471477017430590,1780471477.017430544,True
1780471477027961078,1780471477.027961016,True
1780471477038157147,1780471477.038157225,True
1780471477047444080,1780471477.047444105,True
1780471477058803156,1780471477.058803082,True
1780471477067451046,1780471477.067451000,True
1780471477077734896,1780471477.077734947,True
1780471477088247591,1780471477.088247538,True
1780471477097451063,1780471477.097450972,True
1780471477107009562,1780471477.107009649,True
1780471477116970579,1780471477.116970539,True
1780471477127239996,1780471477.127239943,True
1780471477137046124,1780471477.137046099,True
1780471477146749495,1780471477.146749496,True
1780471477156788884,1780471477.156788826,True
1780471477166701002,1780471477.166701078,True
1780471477176898256,1780471477.176898241,True
1780471477187496235,1780471477.187496185,True
1780471477196971050,1780471477.196970940,True
1780471477207006470,1780471477.207006454,True
1780471477216979264,1780471477.216979265,True
1780471477227013469,1780471477.227013588,True
1780471477236805932,1780471477.236805916,True
1780471477246807943,1780471477.246808052,True
1780471477256744383,1780471477.256744385,True
1780471477266816062,1780471477.266816139,True
1780471477277220654,1780471477.277220726,True
1780471477286978556,1780471477.286978483,True
1780471477296838383,1780471477.296838284,True
1780471477306718692,1780471477.306718588,True
1780471477317172983,1780471477.317173004,True
1780471477326977224,1780471477.326977253,True
1780471477336859708,1780471477.336859703,True
1780471477346758386,1780471477.346758366,True
1780471477357015738,1780471477.357015848,True
1780471477366941169,1780471477.366941214,True
1780471477377155832,1780471477.377155781,True
1780471477386797631,1780471477.386797667,True
1780471477397211664,1780471477.397211552,True
1780471477407262830,1780471477.407262802,True
1780471477416953624,1780471477.416953564,True
1780471477426825516,1780471477.426825523,True
1780471477438734126,1780471477.438734055,True
1780471477446941768,1780471477.446941853,True
1780471477456801180,1780471477.456801176,True
1780471477466818167,1780471477.466818094,True
1780471477476967770,1780471477.476967812,True
1780471477486894737,1780471477.486894846,True
1780471477497308355,1780471477.497308254,True
1780471477507076273,1780471477.507076263,True
1780471477516902114,1780471477.516902208,True
1780471477526876924,1780471477.526876926,True
1780471477536937146,1780471477.536937237,True
1780471477546955478,1780471477.546955585,True
1780471477556813161,1780471477.556813240,True
1780471477566799235,1780471477.566799164,True
1780471477577257111,1780471477.577257156,True
1780471477586989987,1780471477.586989880,True
1780471477597261005,1780471477.597260952,True
1780471477606771853,1780471477.606771946,True
1780471477617565587,1780471477.617565632,True
1780471477627123062,1780471477.627123117,True
1780471477636929351,1780471477.636929274,True
1780471477647300405,1780471477.647300482,True
1780471477657071012,1780471477.657071114,True
1780471477666787664,1780471477.666787624,True
1780471477677035256,1780471477.677035332,True
1780471477687124312,1780471477.687124252,True
1780471477696988235,1780471477.696988344,True
1780471477707093100,1780471477.707093000,True
1780471477716906460,1780471477.716906548,True
1780471477726878806,1780471477.726878881,True
1780471477736786700,1780471477.736786604,True
1780471477747180828,1780471477.747180939,True
1780471477756970379,1780471477.756970406,True
1780471477766984231,1780471477.766984224,True
1780471477776838714,1780471477.776838779,True
1780471477786812692,1780471477.786812782,True
1780471477797132608,1780471477.797132492,True
1780471477806914031,1780471477.806914091,True
1780471477816951724,1780471477.816951752,True
1780471477826903780,1780471477.826903820,True
1780471477836769112,1780471477.836769104,True
1780471477847238604,1780471477.847238541,True
1780471477857210181,1780471477.857210159,True
1780471477866875822,1780471477.866875887,True
1780471477877311072,1780471477.877310991,True
1780471477886796800,1780471477.886796713,True
1780471477896931682,1780471477.896931648,True
1780471477906768372,1780471477.906768322,True
1780471477916900566,1780471477.916900635,True
1780471477927018039,1780471477.927017927,True
1780471477936953295,1780471477.936953306,True
1780471477946821442,1780471477.946821451,True
1780471477956872896,1780471477.956872940,True
1780471477967124904,1780471477.967124939,True
1780471477977805320,1780471477.977805376,True
1780471477986805421,1780471477.986805439,True
1780471477996961104,1780471477.996961117,True
1780471478006941802,1780471478.006941795,True
1780471478017021257,1780471478.017021179,True
1780471478027273266,1780471478.027273178,True
1780471478037516346,1780471478.037516356,True
1780471478046780653,1780471478.046780586,True
1780471478057330278,1780471478.057330370,True
1780471478067025905,1780471478.067025900,True
1780471478077190069,1780471478.077190161,True
1780471478086844925,1780471478.086844921,True
1780471478096803574,1780471478.096803665,True
1780471478106884661,1780471478.106884718,True
1780471478116985206,1780471478.116985321,True
1780471478126917645,1780471478.126917601,True
1780471478136938057,1780471478.136938095,True
1780471478147259541,1780471478.147259474,True
1780471478156913534,1780471478.156913519,True
1780471478166948763,1780471478.166948795,True
1780471478176943573,1780471478.176943541,True
1780471478187001139,1780471478.187001228,True
1780471478196820805,1780471478.196820736,True
1780471478207143953,1780471478.207144022,True
1780471478216846460,1780471478.216846466,True
1780471478226768979,1780471478.226768970,True
1780471478236840242,1780471478.236840248,True
1780471478247061113,1780471478.247061014,True
1780471478256829287,1780471478.256829262,True
1780471478267157812,1780471478.267157793,True
1780471478276833021,1780471478.276833057,True
1780471478287131080,1780471478.287131071,True
1780471478296844276,1780471478.296844244,True
1780471478306971798,1780471478.306971788,True
1780471478317157563,1780471478.317157507,True
1780471478326870566,1780471478.326870680,True
1780471478337055147,1780471478.337055206,True
1780471478346962753,1780471478.346962690,True
1780471478357351473,1780471478.357351542,True
1780471478366957367,1780471478.366957426,True
1780471478376869037,1780471478.376868963,True
1780471478386812069,1780471478.386811972,True
1780471478396890404,1780471478.396890402,True
1780471478407332311,1780471478.407332420,True
1780471478416851864,1780471478.416851759,True
1780471478427083616,1780471478.427083731,True
1780471478437490833,1780471478.437490940,True
1780471478447082326,1780471478.447082281,True
1780471478458909523,1780471478.458909512,True
1780471478467138767,1780471478.467138767,True
1780471478476947776,1780471478.476947784,True
1780471478486987389,1780471478.486987352,True
1780471478497302569,1780471478.497302532,True
1780471478507048278,1780471478.507048368,True
1780471478517066706,1780471478.517066717,True
1780471478527173139,1780471478.527173042,True
1780471478537017605,1780471478.537017584,True
1780471478547117318,1780471478.547117233,True
1780471478557075198,1780471478.557075262,True
1780471478566986837,1780471478.566986799,True
1780471478576862537,1780471478.576862574,True
1780471478587355775,1780471478.587355852,True
1780471478597427901,1780471478.597427845,True
1780471478606853401,1780471478.606853485,True
1780471478616872021,1780471478.616872072,True
1780471478627628569,1780471478.627628565,True
1780471478637402792,1780471478.637402773,True
1780471478647369793,1780471478.647369862,True
1780471478657150512,1780471478.657150507,True
1780471478666940832,1780471478.666940928,True
1780471478677607903,1780471478.677608013,True
1780471478687023643,1780471478.687023640,True
1780471478697078425,1780471478.697078466,True
1780471478706820678,1780471478.706820726,True
1780471478716876612,1780471478.716876507,True
1780471478726835164,1780471478.726835251,True
1780471478737310705,1780471478.737310648,True
1780471478748245054,1780471478.748245001,True
1780471478756934963,1780471478.756934881,True
1780471478767218173,1780471478.767218113,True
1780471478777574571,1780471478.777574539,True
1780471478787221459,1780471478.787221432,True
1780471478797425817,1780471478.797425747,True
1780471478807236426,1780471478.807236433,True
1780471478817136960,1780471478.817137003,True
1780471478827042198,1780471478.827042103,True
1780471478837270365,1780471478.837270260,True
1780471478847189940,1780471478.847189903,True
1780471478857200431,1780471478.857200384,True
1780471478867093284,1780471478.867093325,True
1780471478877214950,1780471478.877214909,True
1780471478887287589,1780471478.887287617,True
1780471478897129079,1780471478.897129059,True
1780471478907014572,1780471478.907014608,True
1780471478917382363,1780471478.917382479,True
1780471478927412280,1780471478.927412271,True
1780471478937129571,1780471478.937129498,True
1780471478947447952,1780471478.947448015,True
1780471478957051733,1780471478.957051754,True
1780471478967123924,1780471478.967123985,True
1780471478976925764,1780471478.976925850,True
1780471478987028485,1780471478.987028599,True
1780471478997228939,1780471478.997228861,True
1780471479007034331,1780471479.007034302,True
1780471479017007125,1780471479.017007113,True
1780471479027161272,1780471479.027161360,True
1780471479037195189,1780471479.037195206,True
1780471479046786458,1780471479.046786547,True
1780471479057067749,1780471479.057067633,True
1780471479067392177,1780471479.067392111,True
1780471479076922995,1780471479.076922894,True
1780471479087307075,1780471479.087306976,True
1780471479097048080,1780471479.097048044,True
1780471479107117999,1780471479.107117891,True
1780471479117215759,1780471479.117215872,True
1780471479127257421,1780471479.127257347,True
1780471479137387215,1780471479.137387276,True
1780471479147086650,1780471479.147086620,True
1780471479157177562,1780471479.157177448,True
1780471479167105329,1780471479.167105436,True
1780471479177201681,1780471479.177201748,True
1780471479187041124,1780471479.187041044,True
1780471479197192327,1780471479.197192430,True
1780471479207051514,1780471479.207051516,True
1780471479217028308,1780471479.217028379,True
1780471479227134997,1780471479.227134943,True
1780471479237229941,1780471479.237229824,True
1780471479247286580,1780471479.247286558,True
1780471479257276910,1780471479.257277012,True
1780471479267024508,1780471479.267024517,True
1780471479277168542,1780471479.277168512,True
1780471479287215388,1780471479.287215471,True
1780471479297406818,1780471479.297406912,True
1780471479307069674,1780471479.307069778,True
1780471479317371862,1780471479.317371845,True
1780471479327170598,1780471479.327170610,True
1780471479337226596,1780471479.337226629,True
1780471479347328869,1780471479.347328901,True
1780471479357230107,1780471479.357230186,True
1780471479367180211,1780471479.367180109,True
1780471479377270867,1780471479.377270937,True
1780471479387188362,1780471479.387188435,True
1780471479397161219,1780471479.397161245,True
1780471479407137309,1780471479.407137394,True
1780471479417174074,1780471479.417174101,True
1780471479427842745,1780471479.427842855,True
1780471479437304408,1780471479.437304497,True
1780471479447305651,1780471479.447305679,True
1780471479457214633,1780471479.457214594,True
1780471479468752375,1780471479.468752384,True
1780471479478884345,1780471479.478884459,True
1780471479487132982,1780471479.487133026,True
1780471479497114448,1780471479.497114420,True
1780471479507112971,1780471479.507112980,True
1780471479517262382,1780471479.517262459,True
1780471479527554137,1780471479.527554035,True
1780471479537191777,1780471479.537191868,True
1780471479547157434,1780471479.547157526,True
1780471479556992556,1780471479.556992531,True
1780471479567228916,1780471479.567229033,True
1780471479577048933,1780471479.577049017,True
1780471479586882968,1780471479.586883068,True
1780471479597048988,1780471479.597048998,True
1780471479607134235,1780471479.607134342,True
1780471479617164376,1780471479.617164373,True
1780471479627108560,1780471479.627108574,True
1780471479637268436,1780471479.637268543,True
1780471479646916284,1780471479.646916389,True
1780471479657059711,1780471479.657059669,True
1780471479667063418,1780471479.667063475,True
1780471479677439178,1780471479.677439213,True
1780471479687133972,1780471479.687134027,True
1780471479697288984,1780471479.697288990,True
1780471479707129994,1780471479.707129955,True
1780471479717169767,1780471479.717169762,True
1780471479727219557,1780471479.727219582,True
1780471479737199679,1780471479.737199783,True
1780471479746961198,1780471479.746961117,True
1780471479756894565,1780471479.756894588,True
1780471479766964772,1780471479.766964674,True
1780471479777049348,1780471479.777049303,True
1780471479787563226,1780471479.787563324,True
1780471479797061883,1780471479.797061920,True
1780471479807013299,1780471479.807013273,True
1780471479817233114,1780471479.817233086,True
1780471479827424607,1780471479.827424526,True
1780471479836951553,1780471479.836951494,True
1780471479846943292,1780471479.846943378,True
1780471479856896148,1780471479.856896162,True
1780471479866973620,1780471479.866973639,True
1780471479877308641,1780471479.877308607,True
1780471479886947400,1780471479.886947393,True
1780471479897183984,1780471479.897183895,True
1780471479907221901,1780471479.907221794,True
1780471479917008701,1780471479.917008638,True
1780471479926942677,1780471479.926942587,True
1780471479937919716,1780471479.937919617,True
1780471479947349633,1780471479.947349548,True
1780471479956874818,1780471479.956874847,True
1780471479966892190,1780471479.966892242,True
1780471479977203114,1780471479.977203131,True
1780471479987298506,1780471479.987298489,True
1780471479997371849,1780471479.997371912,True
1780471480007384933,1780471480.007385015,True
1780471480017375936,1780471480.017375946,True
1780471480027422558,1780471480.027422667,True
1780471480037394967,1780471480.037395000,True
1780471480047088962,1780471480.047088861,True
1780471480057366476,1780471480.057366371,True
1780471480067073144,1780471480.067073107,True
1780471480077191769,1780471480.077191830,True
1780471480087405472,1780471480.087405443,True
1780471480096976868,1780471480.096976757,True
1780471480107149929,1780471480.107149839,True
1780471480117311565,1780471480.117311478,True
1780471480127009400,1780471480.127009392,True
1780471480137311043,1780471480.137310982,True
1780471480147132437,1780471480.147132397,True
1780471480157337051,1780471480.157336950,True
1780471480167290996,1780471480.167290926,True
1780471480177453880,1780471480.177453995,True
1780471480187274665,1780471480.187274694,True
1780471480197219874,1780471480.197219849,True
1780471480207668021,1780471480.207668066,True
1780471480217172149,1780471480.217172146,True
1780471480227024841,1780471480.227024794,True
1780471480237483869,1780471480.237483978,True
1780471480246994718,1780471480.246994734,True
1780471480257342828,1780471480.257342815,True
1780471480267321862,1780471480.267321825,True
1780471480277136311,1780471480.277136326,True
1780471480286912998,1780471480.286912918,True
1780471480297236755,1780471480.297236681,True
1780471480307246990,1780471480.307246923,True
1780471480317024990,1780471480.317024946,True
1780471480327189346,1780471480.327189445,True
1780471480337356102,1780471480.337356091,True
1780471480347127573,1780471480.347127676,True
1780471480357272184,1780471480.357272148,True
1780471480367215056,1780471480.367215157,True
1780471480377251789,1780471480.377251863,True
1780471480388242750,1780471480.388242722,True
1780471480397178592,1780471480.397178650,True
1780471480407090582,1780471480.407090664,True
1780471480417249722,1780471480.417249680,True
1780471480427129775,1780471480.427129745,True
1780471480437327189,1780471480.437327147,True
1780471480447226666,1780471480.447226763,True
1780471480459360569,1780471480.459360600,True
1780471480467530993,1780471480.467530966,True
1780471480476994704,1780471480.476994753,True
1780471480487134898,1780471480.487134933,True
1780471480497069642,1780471480.497069597,True
1780471480506986785,1780471480.506986856,True
1780471480517131044,1780471480.517131090,True
1780471480526950581,1780471480.526950598,True
1780471480537125050,1780471480.537125111,True
1780471480547042545,1780471480.547042608,True
1780471480556933414,1780471480.556933403,True
1780471480567182063,1780471480.567182064,True
1780471480577028610,1780471480.577028513,True
1780471480587349678,1780471480.587349653,True
1780471480597173984,1780471480.597173929,True
1780471480607307714,1780471480.607307673,True
1780471480617299293,1780471480.617299318,True
1780471480627098318,1780471480.627098322,True
1780471480637311988,1780471480.637311935,True
1780471480647520123,1780471480.647520065,True
1780471480657035292,1780471480.657035351,True
1780471480667175327,1780471480.667175293,True
1780471480677310689,1780471480.677310705,True
1780471480687441475,1780471480.687441587,True
1780471480697131022,1780471480.697130919,True
1780471480707125513,1780471480.707125425,True
1780471480716955867,1780471480.716955900,True
1780471480727229413,1780471480.727229357,True
1780471480737345126,1780471480.737345219,True
1780471480746983790,1780471480.746983767,True
1780471480757263640,1780471480.757263660,True
1780471480767096363,1780471480.767096281,True
1780471480777189099,1780471480.777189016,True
1780471480786983963,1780471480.786983967,True
1780471480797117501,1780471480.797117472,True
1780471480807183228,1780471480.807183266,True
1780471480817148437,1780471480.817148447,True
1780471480827180178,1780471480.827180147,True
1780471480837354967,1780471480.837354898,True
1780471480847064867,1780471480.847064972,True
1780471480857556664,1780471480.857556581,True
1780471480867060441,1780471480.867060423,True
1780471480877213564,1780471480.877213478,True
1780471480887380897,1780471480.887380838,True
1780471480897591591,1780471480.897591591,True
1780471480907105864,1780471480.907105923,True
1780471480917059553,1780471480.917059660,True
1780471480927114911,1780471480.927114964,True
1780471480937187006,1780471480.937186956,True
1780471480946994703,1780471480.946994781,True
1780471480957047661,1780471480.957047701,True
1780471480967141901,1780471480.967141867,True
1780471480977519869,1780471480.977519751,True
1780471480987228329,1780471480.987228394,True
1780471480997029945,1780471480.997030020,True
1780471481007449579,1780471481.007449627,True
1780471481016978413,1780471481.016978502,True
1780471481026975304,1780471481.026975393,True
1780471481036958626,1780471481.036958694,True
1780471481046977599,1780471481.046977520,True
1780471481057043966,1780471481.057044029,True
1780471481067054234,1780471481.067054272,True
1780471481076928302,1780471481.076928377,True
1780471481087051056,1780471481.087051153,True
1780471481097154193,1780471481.097154140,True
1780471481107040006,1780471481.107039928,True
1780471481117068099,1780471481.117068052,True
1780471481127172452,1780471481.127172470,True
1780471481137161439,1780471481.137161493,True
1780471481146964207,1780471481.146964312,True
1780471481157288892,1780471481.157288790,True
1780471481167181906,1780471481.167181969,True
1780471481177260305,1780471481.177260399,True
1780471481187107844,1780471481.187107801,True
1780471481197571225,1780471481.197571278,True
1780471481207279812,1780471481.207279921,True
1780471481217189211,1780471481.217189312,True
1780471481227244441,1780471481.227244377,True
1780471481237172401,1780471481.237172365,True
1780471481246887517,1780471481.246887445,True
1780471481257052097,1780471481.257052183,True
1780471481267345324,1780471481.267345428,True
1780471481277370409,1780471481.277370453,True
1780471481287356259,1780471481.287356377,True
1780471481297299771,1780471481.297299862,True
1780471481307123405,1780471481.307123423,True
1780471481317180460,1780471481.317180395,True
1780471481327057024,1780471481.327057123,True
1780471481337381677,1780471481.337381601,True
1780471481346971474,1780471481.346971512,True
1780471481357017072,1780471481.357017040,True
1780471481366981130,1780471481.366981030,True
1780471481377010598,1780471481.377010584,True
1780471481387086150,1780471481.387086153,True
1780471481397504344,1780471481.397504330,True
1780471481407075708,1780471481.407075644,True
1780471481417172797,1780471481.417172909,True
1780471481427469960,1780471481.427469969,True
1780471481437282169,1780471481.437282085,True
1780471481446916097,1780471481.446916103,True
1780471481457362068,1780471481.457362175,True
1780471481466999132,1780471481.466999054,True
1780471481477288231,1780471481.477288246,True
1780471481487138650,1780471481.487138748,True
1780471481497419461,1780471481.497419357,True
1780471481507031851,1780471481.507031918,True
1780471481517297781,1780471481.517297745,True
1780471481526949309,1780471481.526949406,True
1780471481537077535,1780471481.537077427,True
1780471481547177344,1780471481.547177315,True
1780471481557383591,1780471481.557383537,True
1780471481566957259,1780471481.566957235,True
1780471481577223861,1780471481.577223778,True
1780471481587094313,1780471481.587094307,True
1780471481597211659,1780471481.597211599,True
1780471481607375919,1780471481.607375860,True
1780471481617173535,1780471481.617173433,True
1780471481629912462,1780471481.629912376,True
1780471481637235161,1780471481.637235165,True
1780471481647455296,1780471481.647455215,True
1780471481657387672,1780471481.657387733,True
1780471481667179912,1780471481.667179823,True
1780471481676983417,1780471481.676983356,True
1780471481687352904,1780471481.687352896,True
1780471481697262303,1780471481.697262287,True
